T,DVT,CCT
2014-11-04T00:00:00.0,-0.10789346460689146,0.9242935676727633
2014-11-05T00:00:00.0,-0.09655948533704045,0.9342224480057925
2014-11-06T00:00:00.0,-0.07864578004858566,0.9292922705906999
2014-11-07T00:00:00.0,-0.07617838279160925,0.9336547162448366
2014-11-08T00:00:00.0,-0.10807400586959706,0.9252783852636095
2014-11-09T00:00:00.0,-0.09517533565629759,0.9331849066389106
2014-11-10T00:00:00.0,-0.17495451363186834,0.9239053835555927
2014-11-11T00:00:00.0,-0.20372075482295923,0.9236795410147466
2014-11-12T00:00:00.0,-0.23140374843781658,0.9208845430310134
2014-11-13T00:00:00.0,-0.20354021356025365,0.9251210214896674
2014-11-14T00:00:00.0,-0.20402165692746857,0.9355580948548938
2014-11-15T00:00:00.0,-0.20799356470699157,0.9406808414802835
2014-11-16T00:00:00.0,-0.18364055438203736,0.9451927042698305
2014-11-17T00:00:00.0,-0.15523539571635764,0.951478892348379
2014-11-18T00:00:00.0,-0.17326946184661615,0.9540304470147829
2014-11-19T00:00:00.0,-0.19298857976212686,0.9560188453513113
2014-11-20T00:00:00.0,-0.17718118920523732,0.9584009096623372
2014-11-21T00:00:00.0,-0.17459343110645717,0.9577332136763081
2014-11-22T00:00:00.0,-0.1663286533026012,0.9622478083198356
2014-11-23T00:00:00.0,-0.18364055438203736,0.9618829373033772
2014-11-24T00:00:00.0,-0.29688004637904436,0.943498982013019
2014-11-25T00:00:00.0,-0.32684989598817255,0.936829137874326
2014-11-26T00:00:00.0,-0.33583683884285087,0.9363081828204466
2014-12-02T00:00:00.0,-0.3326472765350521,0.9472057989958648
2014-12-03T00:00:00.0,-0.34512468380203853,0.9462144579402977
2014-12-04T00:00:00.0,-0.32871548903613035,0.9500001501235927
2014-12-05T00:00:00.0,-0.3308418639079962,0.9530911829959271
2014-12-06T00:00:00.0,-0.3066493347054469,0.9564862867618342
2014-12-07T00:00:00.0,-0.27698038720082807,0.9611131852651793
2014-12-08T00:00:00.0,-0.30418193744847055,0.960894422330417
2014-12-09T00:00:00.0,-0.3014738185078867,0.961261744801568
2014-12-10T00:00:00.0,-0.29916690237331517,0.9611986169606732
2014-12-11T00:00:00.0,-0.2924868756532083,0.9625958419103068
2014-12-12T00:00:00.0,-0.27938760403690266,0.9625781947776982
2014-12-13T00:00:00.0,-0.278364536881571,0.9628377394791252
2014-12-14T00:00:00.0,-0.27517497457377216,0.9619070524564103
2014-12-15T00:00:00.0,-0.2704207213225249,0.9634011677476269
2014-12-16T00:00:00.0,-0.27102252553154355,0.9625891371468162
2014-12-17T00:00:00.0,-0.2684748877133647,0.9621292455005545
2014-12-18T00:00:00.0,-0.25202557266685527,0.9641406589365702
2014-12-19T00:00:00.0,-0.24147393886872845,0.9665607751124444
2014-12-20T00:00:00.0,-0.2354960170591433,0.9652675560585724
2014-12-21T00:00:00.0,-0.264803882038351,0.9607539947153678
2014-12-22T00:00:00.0,-0.2644427995129398,0.9608146254964283
2014-12-23T00:00:00.0,-0.2526273768758739,0.9631446271833097
2014-12-24T00:00:00.0,-0.23910684231325513,0.9658928425399339
2014-12-25T00:00:00.0,-0.2483345068515409,0.9652999423817807
2014-12-26T00:00:00.0,-0.24544584664825145,0.9638712164297684
2014-12-27T00:00:00.0,-0.24051105213429863,0.9649706220545068
2014-12-28T00:00:00.0,-0.23272771769765757,0.9667985385429911
2014-12-29T00:00:00.0,-0.23206573306773706,0.9670172586617571
2014-12-30T00:00:00.0,-0.24111285634331728,0.965495991411349
2014-12-31T00:00:00.0,-0.2381439555788253,0.9647960921194538
2015-01-01T00:00:00.0,-0.23146392885871844,0.9643486033501617
2015-01-02T00:00:00.0,-0.21824429640060905,0.9649775094393148
2015-01-03T00:00:00.0,-0.22843484767332464,0.9639907509514091
2015-01-04T00:00:00.0,-0.21373076483296927,0.9649303948940774
2015-01-05T00:00:00.0,-0.2070908583934636,0.9647966722100585
2015-01-06T00:00:00.0,-0.21553617746002518,0.9645650947397777
2015-01-07T00:00:00.0,-0.213851125674773,0.9652446149715748
2015-01-08T00:00:00.0,-0.213851125674773,0.9645029455153706
2015-01-09T00:00:00.0,-0.20636869334264124,0.9650109104591741
2015-01-10T00:00:00.0,-0.19804373511788342,0.9657062868518572
2015-01-11T00:00:00.0,-0.20095245546147353,0.9657583160927634
2015-01-12T00:00:00.0,-0.1987057197478039,0.9655026171723653
2015-01-13T00:00:00.0,-0.194252368601066,0.9653392413190219
2015-01-14T00:00:00.0,-0.19148406923958028,0.9657038872977047
2015-01-15T00:00:00.0,-0.19316912102483244,0.965594563522844
2015-01-16T00:00:00.0,-0.20035065125245488,0.9645477968167198
2015-01-17T00:00:00.0,-0.19599760080722003,0.9648151221521825
2015-01-18T00:00:00.0,-0.19509489449369208,0.9647174212282982
2015-01-19T00:00:00.0,-0.19467363154737904,0.9640691056698348
2015-01-20T00:00:00.0,-0.19184515176499145,0.9648053394863375
2015-01-21T00:00:00.0,-0.18815408594967714,0.9642284206645219
2015-01-22T00:00:00.0,-0.1818953221758833,0.9656617070198517
2015-01-23T00:00:00.0,-0.14739188085881472,0.9687309394852145
2015-01-24T00:00:00.0,-0.14119329750592277,0.9695342007698294
2015-01-25T00:00:00.0,-0.1360579015889637,0.9694272746122766
2015-01-26T00:00:00.0,-0.13762259253241219,0.9687216557700431
2015-01-27T00:00:00.0,-0.12147417959041204,0.9692655114779841
2015-01-28T00:00:00.0,-0.12135381874860832,0.9684804540882057
2015-01-29T00:00:00.0,-0.12069183411868782,0.9678181207322781
