T,DVT,CCT
2021-09-13T00:00:00.0,0.13840643880279063,0.8936308721098609
2021-09-14T00:00:00.0,0.12943470457618578,0.9038991328639506
2021-09-15T00:00:00.0,0.13073356154196772,0.9066871519593754
2021-09-16T00:00:00.0,0.1327299528041881,0.908148708471068
2021-09-17T00:00:00.0,0.13597709521864293,0.9152660378972997
2021-09-18T00:00:00.0,0.13127475194437685,0.9173369029508733
2021-09-19T00:00:00.0,0.1306253234614859,0.9176422703266345
2021-09-20T00:00:00.0,0.12357782177678021,0.922458403882142
2021-09-21T00:00:00.0,0.12108834592569817,0.9243162488996651
2021-09-22T00:00:00.0,0.11920019274395961,0.9244963904031884
2021-09-23T00:00:00.0,0.11501498696532893,0.9257550503125158
2021-09-24T00:00:00.0,0.11501498696532893,0.9257550371340678
2021-09-25T00:00:00.0,0.1156283360880593,0.9256916144862908
2021-09-26T00:00:00.0,0.1148345901645259,0.9245577549751601
2021-09-27T00:00:00.0,0.11251348466086003,0.9297879492915017
2021-09-28T00:00:00.0,0.10951889776752946,0.9324791214647796
2021-09-29T00:00:00.0,0.10745034778498787,0.9319149836119026
2021-09-30T00:00:00.0,0.10969929456833251,0.9329327275312862
2021-10-01T00:00:00.0,0.10969929456833251,0.9329327282683334
2021-10-02T00:00:00.0,0.11591697096934417,0.9350825853353971
2021-10-03T00:00:00.0,0.11613344713030783,0.9383828476000504
2021-10-04T00:00:00.0,0.11653032009207452,0.939792706108594
2021-10-05T00:00:00.0,0.11580873288886236,0.9398259055367726
2021-10-06T00:00:00.0,0.11479851080436529,0.9389405083568303
2021-10-07T00:00:00.0,0.11200837361861149,0.9401493441487696
2021-10-08T00:00:00.0,0.11269388146166308,0.9423660206252291
2021-10-09T00:00:00.0,0.11135894513572055,0.9427595104456615
2021-10-10T00:00:00.0,0.11128678641539932,0.9421016740449051
2021-10-11T00:00:00.0,0.10962713584801127,0.9412204519372751
2021-10-12T00:00:00.0,0.10741426842482725,0.9408927032616359
2021-10-13T00:00:00.0,0.11074559601299018,0.9415776694059147
2021-10-14T00:00:00.0,0.11074559601299018,0.9417104575717956
2021-10-15T00:00:00.0,0.11074559601299018,0.941710459867811
2021-10-16T00:00:00.0,0.11150326257636296,0.9412590856399924
2021-10-17T00:00:00.0,0.11031264369106286,0.9423875425961946
2021-10-18T00:00:00.0,0.11146718321620236,0.9396529858215886
2021-10-19T00:00:00.0,0.11002400880977799,0.9404271630508079
2021-10-20T00:00:00.0,0.1040949672900512,0.9385631201003926
2021-10-21T00:00:00.0,0.10301258648523291,0.9379695238348986
2021-10-22T00:00:00.0,0.10229099928202073,0.9365781558345434
2021-10-23T00:00:00.0,0.10004205249867608,0.9369501989949891
2021-10-24T00:00:00.0,0.09834632257112745,0.9380029209100663
2021-10-25T00:00:00.0,0.0965784339232576,0.9364434400221896
2021-10-26T00:00:00.0,0.09647019584277577,0.9353064333283726
2021-10-27T00:00:00.0,0.08699335057392239,0.9285234000715591
2021-10-28T00:00:00.0,0.08500898576508889,0.9304735715326428
2021-10-29T00:00:00.0,0.08117254713467743,0.9322282724069457
2021-10-30T00:00:00.0,0.08239924538013815,0.9297066421758411
2021-10-31T00:00:00.0,0.08131686457531986,0.9300396645997429
2021-11-01T00:00:00.0,0.08250748346061998,0.9300953043118526
2021-11-02T00:00:00.0,0.08457603344316157,0.9307556193083921
2021-11-03T00:00:00.0,0.08432347792203732,0.9309567840827194
2021-11-04T00:00:00.0,0.08232708665981693,0.929531733727418
2021-11-05T00:00:00.0,0.08522546192605254,0.9310227357582883
2021-11-06T00:00:00.0,0.08580273168862229,0.9276525074459833
2021-11-07T00:00:00.0,0.08540585872685559,0.9278025450355524
2021-11-08T00:00:00.0,0.08461211280332219,0.9298602319670818
2021-11-09T00:00:00.0,0.08174981689724718,0.9303116705705112
2021-11-10T00:00:00.0,0.08019840441034098,0.9299846359678249
2021-11-11T00:00:00.0,0.08030664249082281,0.9288274957173933
2021-11-12T00:00:00.0,0.07564037857671735,0.9295841570676965
2021-11-13T00:00:00.0,0.07264579168338678,0.9300106464948947
2021-11-14T00:00:00.0,0.06772697224815705,0.9291999864428585
2021-11-15T00:00:00.0,0.06446780338031534,0.9323870950796667
2021-11-16T00:00:00.0,0.06533370802416996,0.9347635678786264
2021-11-17T00:00:00.0,0.06628379784173268,0.9308734085386291
2021-11-18T00:00:00.0,0.06631987720189329,0.9297995100015494
2021-11-19T00:00:00.0,0.08308475322318973,0.9287492092592061
2021-11-20T00:00:00.0,0.11258564338118124,0.9068217673830036
2021-11-21T00:00:00.0,0.11570049480838052,0.9004261882245864
2021-11-22T00:00:00.0,0.11422124104179554,0.8970301322119146
2021-11-23T00:00:00.0,0.11793741513833828,0.8951107801109343
2021-11-24T00:00:00.0,0.12217072673051643,0.8948147928762883
2021-11-25T00:00:00.0,0.12217072673051643,0.8948147928762883
2021-11-26T00:00:00.0,0.12350566305645899,0.8938937061492079
2021-11-27T00:00:00.0,0.1231448694548529,0.8964188167860158
2021-11-28T00:00:00.0,0.1227840758532468,0.8953253305029372
2021-11-29T00:00:00.0,0.12781113336895836,0.8943757445608626
2021-11-30T00:00:00.0,0.1291821490550615,0.8936326825699817
2021-12-01T00:00:00.0,0.1310943551435738,0.8939703570474874
2021-12-02T00:00:00.0,0.1343535240114155,0.8924984653138768
2021-12-03T00:00:00.0,0.13669868242185512,0.8907360218780409
2021-12-04T00:00:00.0,0.13966921640841196,0.8887221735781708
2021-12-05T00:00:00.0,0.13503903185446708,0.8902024969630002
