lat,lon,depth,starttime,energy,duration 
44.5950451493949,-123.66764644692384,42.04081632653061,2022-10-16 01:57:30,307723.691390376,300.0
44.51451318548326,-123.79033037797564,39.59183673469387,2022-10-16 02:00:00,246078.6547588193,150.0
44.45723143186849,-123.67731634768155,41.22448979591836,2022-10-16 02:02:30,211269.4152429141,150.0
44.55332425362943,-123.65304057868526,34.61538461538461,2022-10-16 02:05:00,86086.35099039297,150.0
44.514280574588746,-123.90134027303,60.0,2022-10-16 02:07:30,156086.82963446688,300.0
44.42755238200863,-123.6880581724333,20.0,2022-10-16 02:17:30,80979.87708443963,300.0
44.54446344389112,-123.5962128169556,20.0,2022-10-16 02:20:00,46926.4786827776,150.0
44.51163510318884,-123.7636413305562,55.862068965517246,2022-10-16 02:27:30,165262.78633181448,300.0
44.58341814043027,-123.54914507625898,60.0,2022-10-16 02:30:00,63501.82896490802,150.0
44.59465929775152,-123.60048844274628,35.51020408163265,2022-10-16 02:37:30,170265.8451421655,150.0
44.58341814043027,-123.54914507625898,20.0,2022-10-16 02:40:00,97684.94509238849,150.0
44.55004917315867,-123.6586833108425,20.0,2022-10-16 02:52:30,37393.12153980481,150.0
44.49005097393194,-123.4144732866371,20.0,2022-10-16 02:55:00,35700.698944355194,150.0
44.592750816132266,-123.07098117813928,56.55172413793103,2022-10-16 02:57:30,37209.24611915069,300.0
44.51367827595141,-123.28955839300092,32.307692307692314,2022-10-16 03:00:00,24274.63822749718,150.0
44.44309935153547,-123.50143774877785,46.92307692307693,2022-10-16 03:07:30,52445.67814890259,300.0
44.574643908610994,-123.4819437389031,30.0,2022-10-16 03:15:00,38754.32741694865,300.0
44.59912340660925,-123.77304074190664,20.0,2022-10-16 03:27:30,56473.77304222508,150.0
44.5016052651989,-123.4811614991728,60.0,2022-10-16 03:35:00,104961.19033313198,300.0
44.58846392665459,-123.57872558148108,20.0,2022-10-16 03:47:30,53131.95944668082,300.0
44.59284418182622,-123.5092446172124,46.15384615384615,2022-10-16 04:00:00,33035.20377074723,150.0
44.59152632898876,-123.6203353658022,39.59183673469388,2022-10-16 04:05:00,67606.61730391064,150.0
44.59508523117966,-123.13410244508424,20.0,2022-10-16 04:42:30,69399.14586444388,300.0
44.51091673412285,-123.34937685856296,34.615384615384606,2022-10-16 04:45:00,62070.36445197795,300.0
44.4607307489642,-123.68712568189812,55.172413793103445,2022-10-16 04:55:00,41041.16963267388,150.0
44.4992565279472,-123.0593139691429,60.0,2022-10-16 05:25:00,41797.962112375615,300.0
44.44787093988133,-123.66320086010384,20.0,2022-10-16 06:32:30,88180.20799391934,300.0
44.51057759185584,-123.78702190997323,49.38775510204081,2022-10-16 07:10:00,56694.59949215113,300.0
44.421395089677766,-123.80491850649987,20.0,2022-10-16 07:22:30,75681.62812745449,300.0
44.41246882265718,-123.499521099966,30.769230769230774,2022-10-16 07:52:30,20667.31900261009,150.0
44.43575215418369,-123.29749525663746,60.0,2022-10-16 08:17:30,14011.723022277882,300.0
44.44478779885755,-123.51150390346592,60.0,2022-10-16 09:47:30,15974.51429168616,150.0
44.48806937165156,-123.54640035721276,60.0,2022-10-16 10:22:30,17567.931778142505,300.0
44.44022012352253,-123.51217856866845,44.61538461538462,2022-10-16 12:07:30,64078.2825941389,300.0
44.40150645252816,-123.50114096537818,41.224489795918366,2022-10-16 12:27:30,12599.205164606612,150.0
44.4074182505448,-123.6162401163794,20.0,2022-10-16 18:12:30,76489.8464328004,300.0
44.410405026327226,-123.60678456873364,20.0,2022-10-17 01:45:00,16285.948615596297,150.0
44.47377141556032,-123.49174004849112,51.72413793103448,2022-10-17 03:27:30,37141.93686460512,300.0
44.52352941992585,-123.21443756983444,45.38461538461539,2022-10-17 05:27:30,25058.590952763,300.0
44.446463958480464,-123.43646011350306,60.0,2022-10-17 05:37:30,28306.975916347277,300.0
44.4488598198111,-123.62695577463153,60.0,2022-10-17 05:40:00,25979.99140698152,150.0
44.40239556871608,-123.75996848147498,56.55172413793104,2022-10-17 05:52:30,43762.18638156496,300.0
44.44928665557218,-123.47344036054056,20.0,2022-10-17 06:22:30,9019.987245406362,300.0
44.52783341761841,-123.97428015293936,20.0,2022-10-17 06:45:00,40278.41255395608,300.0
44.57298502988121,-123.9731251491717,25.51724137931035,2022-10-17 06:52:30,37685.35528722268,300.0
44.523812080129744,-123.96968093282696,20.0,2022-10-17 06:55:00,13467.625638177558,150.0
44.43339873814735,-123.91918243557978,46.92307692307693,2022-10-17 07:00:00,22811.092379282218,150.0
44.56329008630651,-123.26707198867749,20.0,2022-10-17 07:30:00,19763.875073022788,300.0
44.40305764608272,-123.57049242130228,37.14285714285714,2022-10-17 07:30:00,17467.29842210968,150.0
44.42791784820726,-123.54493410249852,20.000000000000004,2022-10-17 07:37:30,50039.822114868926,300.0
44.58482013763642,-123.3849630380318,20.0,2022-10-17 07:45:00,43407.68096608714,300.0
44.44710278674695,-123.54211042987136,60.0,2022-10-17 07:47:30,46238.47828473216,150.0
44.59002399413789,-123.47864439757016,34.69387755102041,2022-10-17 07:52:30,38327.141971528006,150.0
44.53152965151118,-123.87180035243294,45.30612244897959,2022-10-17 07:57:30,72239.04155935279,300.0
44.461698435608525,-123.75017096498264,44.48979591836734,2022-10-17 08:00:00,55908.064962741,150.0
44.42000420488486,-123.63631347088686,22.06896551724138,2022-10-17 08:02:30,72449.15058339703,150.0
44.444441540485,-123.61728541832996,43.846153846153854,2022-10-17 08:05:00,66659.43466655658,150.0
44.54403261560751,-123.73962160245604,44.61538461538461,2022-10-17 08:07:30,50602.21227159556,150.0
44.46136015231686,-123.68316598959014,41.224489795918366,2022-10-17 08:12:30,63825.4034128147,300.0
44.50692230988846,-123.7875449768704,46.15384615384615,2022-10-17 08:15:00,36263.19833820332,150.0
44.42503260312846,-123.55567045061407,40.40816326530613,2022-10-17 08:20:00,58807.188014027975,150.0
44.49324676427048,-123.61532169681053,46.15384615384615,2022-10-17 08:22:30,44462.972423670006,150.0
44.50042554192376,-123.66202135176864,36.32653061224489,2022-10-17 08:25:00,31943.85795947886,150.0
44.496675953245465,-123.66127555511386,20.0,2022-10-17 08:30:00,26851.025220276977,150.0
44.49150264685967,-123.6413822596078,20.0,2022-10-17 08:32:30,21754.89527803764,150.0
44.532095275573845,-123.6780784776462,60.0,2022-10-17 08:35:00,13332.441312840514,150.0
44.59430229760229,-123.30446794549832,60.0,2022-10-17 08:37:30,43938.24726886325,300.0
44.5170340475395,-123.28517474446036,20.0,2022-10-17 08:42:30,56163.15089323725,300.0
44.44421780188399,-123.55285048215369,20.0,2022-10-17 08:45:00,53199.640579371466,150.0
44.452632446376114,-123.57869405613783,33.06122448979591,2022-10-17 08:47:30,62026.60493658303,150.0
44.44695854060829,-123.55244757293292,37.95918367346938,2022-10-17 08:50:00,76959.41814993626,150.0
44.43888067022993,-123.54332057528298,34.61538461538461,2022-10-17 08:52:30,62597.56675285,150.0
44.41728115363769,-123.12106105384969,60.0,2022-10-17 08:55:00,48480.35143691463,300.0
44.59930053528496,-123.72519369612392,30.344827586206893,2022-10-17 09:05:00,29723.85652760883,300.0
44.50613206591167,-123.6766793497546,37.14285714285714,2022-10-17 09:07:30,13840.83383555741,150.0
44.48323177033886,-123.4219449855398,20.0,2022-10-17 09:12:30,10695.381326432493,150.0
44.52877108454118,-123.42547105838308,20.0,2022-10-17 09:15:00,8942.63953061134,150.0
44.54989202703442,-123.60704257565467,20.0,2022-10-17 09:20:00,16728.336688858282,150.0
44.45151876398532,-123.60077892860588,20.0,2022-10-17 09:32:30,18952.896433460348,300.0
44.4749782917124,-123.81790569010865,45.38461538461539,2022-10-17 09:35:00,13830.417570631564,150.0
44.53222014093098,-123.98399128094208,38.775510204081634,2022-10-17 09:40:00,59261.54800296951,300.0
44.5221643218892,-124.01120253759171,43.67346938775511,2022-10-17 09:42:30,29973.34677013165,150.0
44.49969603809988,-123.60276500919832,34.61538461538461,2022-10-17 09:45:00,17668.008251272022,150.0
44.48190103818077,-123.61181819322266,34.69387755102041,2022-10-17 09:47:30,26031.499085078343,150.0
44.50672864969991,-123.7346658182566,41.22448979591837,2022-10-17 09:50:00,46317.07059045287,150.0
44.50328933537804,-123.75064541529102,35.510204081632644,2022-10-17 09:52:30,49199.14955034166,150.0
44.52453318250774,-123.72564774411356,25.51724137931035,2022-10-17 09:55:00,54538.26918595591,150.0
44.54709435042432,-123.71851876207828,36.326530612244895,2022-10-17 09:57:30,47577.37990249558,150.0
44.49931388388009,-123.59765869719536,20.0,2022-10-17 10:02:30,17877.26724211091,150.0
44.49879077708648,-123.52933408830604,20.0,2022-10-17 10:10:00,29344.71883529087,300.0
44.59705864353904,-123.79530746073053,38.775510204081634,2022-10-17 10:22:30,34670.902388036084,300.0
44.52997549830775,-123.7997365152108,35.51020408163265,2022-10-17 10:25:00,18718.569790513306,150.0
44.41771419112785,-123.60571770220704,36.326530612244895,2022-10-17 10:27:30,8745.621522803744,150.0
44.50225978713462,-123.78692188949212,60.0,2022-10-17 10:32:30,28461.19739110619,300.0
44.48929138102031,-123.86230257734812,44.48979591836734,2022-10-17 11:02:30,62337.80660040491,300.0
44.41897342944091,-123.5733144642283,20.0,2022-10-17 11:05:00,25770.198251434347,300.0
44.42887033655799,-123.50869848059082,20.0,2022-10-18 01:20:00,72974.69045018041,300.0
44.50677207799041,-123.58624141911724,23.07692307692308,2022-10-18 01:22:30,37049.90887379759,150.0
44.455565467790805,-123.55634089537554,36.15384615384615,2022-10-18 01:25:00,50726.031860982126,150.0
44.45631896815754,-123.61555228176668,44.61538461538461,2022-10-18 01:27:30,37261.063708870905,150.0
44.41255383923594,-123.68507232428507,59.310344827586206,2022-10-18 01:40:00,55334.12851988179,150.0
44.419484809611305,-123.6789152969058,20.0,2022-10-18 01:42:30,34040.96416340947,150.0
44.56140995172127,-123.86369037982516,60.0,2022-10-18 02:20:00,46669.20005925757,300.0
44.50654860267085,-123.7824368970252,32.30769230769231,2022-10-18 02:22:30,21087.316018579244,150.0
44.57528970724989,-123.8513870762871,27.692307692307693,2022-10-18 02:25:00,25709.56342681701,150.0
44.560628595586,-123.9167476088889,60.0,2022-10-18 02:40:00,57631.540860898574,300.0
44.41398026244158,-123.86781146572572,20.0,2022-10-18 06:45:00,57321.29613262788,300.0
44.56733648159688,-122.78100171430758,20.0,2022-11-24 13:20:00,12081.130172709682,300.0
44.45264943653618,-123.18269444138548,42.85714285714286,2023-06-10 12:12:30,15547.16744682091,300.0
44.50656301546091,-123.23382086171328,33.84615384615385,2023-06-10 12:15:00,7727.323618098496,150.0
44.42272577557219,-123.17825463922458,49.23076923076924,2023-06-10 12:25:00,12659.790552567529,300.0
44.47216010774579,-123.2429408141984,44.61538461538462,2023-06-10 12:27:30,6130.34591032556,150.0
44.50219901450812,-123.0963103070921,58.62068965517241,2023-06-10 12:47:30,17523.967367774938,300.0
44.471761168659135,-123.23783938365588,60.0,2023-06-10 13:25:00,16014.272958722047,300.0
44.59856663336928,-123.0543195338235,20.0,2023-09-09 08:47:30,6517.220093825482,150.0
44.4161539937315,-123.24760041855215,20.0,2023-10-22 00:55:00,34965.390408555875,300.0
44.439023379810585,-123.4478842550398,57.93103448275862,2023-10-22 01:00:00,21247.71595223177,300.0
44.48799974368799,-123.48446964720851,60.0,2023-10-22 01:05:00,12529.736674266082,150.0
44.42536360150058,-123.31840875336503,44.48979591836734,2023-10-22 01:17:30,8304.7172326064,150.0
44.5107977097488,-123.15826689858844,20.0,2023-10-22 01:25:00,25994.582742758183,300.0
44.51780596238966,-123.24760289041012,31.53846153846154,2023-10-22 01:27:30,16231.824821744294,150.0
44.52032581468919,-123.315671457429,59.310344827586206,2023-10-22 02:10:00,34046.311645875816,300.0
44.465670522795264,-123.30199676409316,44.48979591836735,2023-10-22 02:12:30,21145.30133730667,150.0
44.44986990241389,-123.2889087293242,53.79310344827586,2023-10-22 02:15:00,17133.898806505993,150.0
44.521104824379975,-123.2780988286974,60.0,2023-10-22 02:17:30,14727.905203312324,150.0
44.56090747239533,-123.314698115124,20.0,2024-04-19 08:32:30,17253.80788772148,300.0
44.418194239839295,-123.12092011251984,20.0,2024-04-19 08:55:00,27607.311818306625,300.0
44.47882286354304,-123.3645331479628,39.59183673469388,2024-04-19 09:12:30,29293.207077153344,300.0
44.47635484908034,-123.28489201878864,34.69387755102041,2024-04-19 09:15:00,17554.571186221936,150.0
44.46853148992466,-123.29124034950294,35.51020408163265,2024-04-19 09:22:30,26238.367043252423,300.0
44.47056435139919,-123.22253509202838,45.38461538461539,2024-04-19 09:32:30,36467.03721552912,300.0
44.46731046671204,-123.2281941490043,37.142857142857146,2024-04-19 09:35:00,25019.854454224384,150.0
44.4555543088145,-123.2196666839962,60.0,2024-04-19 09:37:30,10075.652659487892,150.0
44.55944066234912,-123.283903163229,55.86206896551724,2024-04-19 09:52:30,22981.28263466454,300.0
44.4442463141145,-123.31168783493676,43.84615384615385,2024-04-19 11:42:30,29358.127024670022,300.0
44.406122997089454,-123.61127506463802,60.0,2024-04-19 12:30:00,69469.66365184874,300.0
44.42307756178506,-123.22978286431363,37.14285714285714,2024-04-19 12:47:30,37021.8756301852,300.0
44.52759863433038,-123.41014843565227,43.07692307692307,2024-04-19 20:35:00,36152.66250461493,150.0
44.48393633685195,-123.29923105473225,47.58620689655172,2024-04-19 20:47:30,69643.64094869954,150.0
44.50871007400111,-123.41684849518565,60.0,2024-04-19 21:05:00,128150.27623562812,300.0
44.56948390245029,-123.41421535654358,36.326530612244895,2024-04-19 21:57:30,134237.92180127534,300.0
44.57352862438608,-123.41877979744336,20.0,2024-04-20 00:32:30,37036.88628915515,300.0
44.52511738084054,-123.42601690044134,34.69387755102041,2024-04-20 00:35:00,14408.84429332118,150.0
44.45299088990797,-123.42516937193228,34.61538461538461,2024-04-20 00:37:30,19096.21682555668,150.0
44.48688548554077,-123.421399326639,20.0,2024-04-20 00:40:00,19442.86900510961,150.0
44.44463507895963,-123.36451047670911,20.689655172413797,2024-04-20 00:55:00,22115.262168393743,300.0
44.50830089172823,-123.60666951114118,60.0,2024-04-21 00:27:30,64460.32121870432,300.0
44.43827768732369,-123.63365456998903,60.0,2024-04-21 01:02:30,64857.973349419706,300.0
44.47685620266825,-123.3390188656412,20.0,2024-04-21 01:05:00,20462.529995448444,150.0
44.50812056271121,-123.55506554894792,20.0,2024-04-21 01:20:00,42311.26539744037,300.0
44.40281806417427,-123.55506579745366,31.428571428571423,2024-04-21 01:22:30,19041.919767169256,150.0
44.58044477193298,-123.41257443019305,20.0,2024-04-21 01:25:00,47369.478284052464,150.0
44.40034484195653,-123.48584994681836,22.75862068965517,2024-04-21 06:12:30,19029.043609661927,300.0
44.44173688074476,-123.42297904932369,20.0,2024-04-21 08:10:00,15369.697782101935,300.0
44.44618921824505,-123.54224489047265,20.0,2024-04-21 08:27:30,9005.320062567653,150.0
44.57747842302948,-123.3811182778376,34.6938775510204,2024-04-21 11:05:00,23899.088711632347,300.0
44.59235666608289,-123.52068091139444,46.92307692307692,2024-04-21 11:12:30,19726.81632996292,150.0
44.525840938277774,-123.48402094428022,47.69230769230769,2024-04-21 11:15:00,19260.911119022174,150.0
44.52736914487862,-123.41922319151762,42.0408163265306,2024-04-21 11:17:30,28808.706609790894,150.0
44.477395478643736,-123.40604139874348,35.38461538461538,2024-04-21 11:20:00,27745.83332667531,150.0
44.52483045737616,-123.48287960527526,20.0,2024-04-21 11:25:00,27475.04385052748,300.0
44.445160209959305,-123.43149582058136,57.93103448275862,2024-04-21 11:37:30,19070.91094923934,150.0
44.53213836600712,-123.48179487674918,33.07692307692308,2024-04-21 11:40:00,31081.741538132057,150.0
44.49569551430784,-123.48849117150986,31.53846153846154,2024-04-21 11:42:30,36753.841507853926,150.0
44.53097433926721,-123.46647005554146,33.07692307692307,2024-04-21 11:45:00,22450.93852607541,150.0
44.53311306694568,-123.39769834152293,37.14285714285714,2024-04-21 11:47:30,17545.23755463616,150.0
44.55889845133765,-123.13534272816756,20.0,2024-04-21 11:50:00,7295.32873968185,150.0
44.58677070018047,-123.49565400378783,36.15384615384615,2024-04-21 11:55:00,42538.992100859774,300.0
44.49569551430784,-123.48849117150988,20.0,2024-04-21 12:00:00,18592.32381112393,150.0
44.577980003481095,-123.58742420068756,44.61538461538461,2024-04-21 12:02:30,15793.12180676992,150.0
44.48543838394988,-123.46291137722622,34.61538461538462,2024-04-21 13:20:00,23246.581046267907,300.0
44.46969773601533,-123.40203211653294,32.30769230769231,2024-04-21 13:22:30,13944.821559053791,150.0
44.47973852053802,-123.43666107952316,27.58620689655172,2024-04-21 13:25:00,14144.86127876544,150.0
44.49903216000124,-123.5447863353904,20.0,2024-04-21 13:27:30,15050.411789827722,150.0
44.57378849185695,-123.4342504736118,31.428571428571427,2024-04-21 13:50:00,40725.87115054695,300.0
44.59188970678797,-123.22595015937576,34.693877551020414,2024-04-21 13:55:00,10704.965856843191,150.0
44.47715120179947,-123.34284600798944,33.84615384615385,2024-04-21 14:07:30,22947.59112982529,300.0
44.46527444855857,-123.29689544257012,20.0,2024-04-21 14:10:00,15787.408506369577,150.0
44.48028456893024,-123.34753619284628,20.0,2024-04-21 14:12:30,19941.08632064873,150.0
44.46932442910698,-123.34918687927616,20.0,2024-04-21 14:15:00,32874.491757830685,150.0
44.58094120187061,-123.47971576233788,32.30769230769231,2024-04-21 14:17:30,24581.92176512282,150.0
44.51002519610006,-123.2901126826393,60.0,2024-04-21 14:20:00,39171.26059211682,150.0
44.534240194104086,-123.46081815250687,37.95918367346938,2024-04-21 14:22:30,100681.95686363766,150.0
44.56477264620459,-123.46144238269004,36.326530612244895,2024-04-21 14:25:00,112386.47974952878,150.0
44.56263865316884,-123.33976816692736,34.61538461538461,2024-04-21 14:27:30,37344.19300918499,150.0
44.510818348699786,-123.34810043508516,31.53846153846154,2024-04-21 14:30:00,16302.842923208318,150.0
44.58191371215444,-123.39554926456952,47.69230769230769,2024-04-21 14:32:30,16561.36218063966,150.0
44.57577996396371,-123.41198023602882,28.96551724137931,2024-04-21 14:35:00,19060.54714056188,150.0
44.57730899125897,-123.2760169056305,20.0,2024-04-21 14:50:00,7494.717401783685,150.0
44.43631726802064,-123.49728338902916,20.0,2024-04-21 15:10:00,24087.099533970235,300.0
44.44482336178355,-123.62238691759134,46.15384615384616,2024-04-21 15:25:00,19533.650381184794,300.0
44.54442107168544,-123.53422271986064,53.10344827586207,2024-04-21 15:27:30,15631.536963230134,150.0
44.49087821703847,-123.47371825449832,20.0,2024-04-21 16:07:30,31934.31332787537,300.0
44.52475821100669,-123.37312081576457,41.22448979591836,2024-04-21 16:35:00,20801.180715052764,300.0
44.41277143209058,-123.55231538637128,57.93103448275862,2024-04-21 16:45:00,33112.20717674226,300.0
44.40506583490545,-123.4387579332733,47.692307692307686,2024-04-21 16:47:30,13165.060224844528,150.0
44.56286387736962,-123.38806788155644,50.76923076923077,2024-04-21 16:50:00,14304.819639382376,150.0
44.56925486906452,-123.42329638614125,55.86206896551724,2024-04-21 17:07:30,30814.94832028973,300.0
44.58448956305955,-123.41713982132455,53.793103448275865,2024-04-21 17:10:00,14768.035458097656,150.0
44.50462134836593,-123.46005991276738,20.68965517241379,2024-04-21 18:30:00,40770.37106874224,300.0
44.59446707183027,-123.4996838511388,20.0,2024-04-21 18:35:00,51499.95522411718,300.0
44.45435638332505,-123.20436658916596,20.0,2024-04-21 18:45:00,46391.4555702517,300.0
44.59754826564575,-123.58972354802836,36.326530612244895,2024-04-21 18:55:00,22091.205380828007,300.0
44.5037792031634,-123.49761970343472,20.0,2024-04-21 19:12:30,49467.1707711153,300.0
44.5069654807809,-123.53974590904896,34.69387755102041,2024-04-21 19:20:00,14552.741688190035,150.0
44.44750228852378,-123.35376126011056,30.0,2024-04-21 19:35:00,18925.03713403352,150.0
44.47960952789295,-123.37473886089144,33.06122448979592,2024-04-21 19:37:30,20379.169667919374,150.0
44.44478779885755,-123.51150390346592,33.06122448979592,2024-04-21 19:42:30,22151.17135306039,300.0
44.59479667486246,-123.5685175824702,54.48275862068967,2024-04-21 19:45:00,12918.174254259891,150.0
44.54103100324174,-123.14290221016329,20.0,2024-04-21 19:57:30,29137.873931527443,300.0
44.43036707452823,-123.24027820090542,52.41379310344827,2024-04-21 20:22:30,47121.81600349456,300.0
44.514074663288426,-123.29466388931924,20.0,2024-04-21 20:57:30,54173.39620703142,300.0
44.4665568084324,-123.17152627408552,20.0,2024-04-21 21:15:00,78233.23180863002,300.0
44.445494141307286,-123.48431959622488,60.0,2024-04-22 00:10:00,24629.60544815138,300.0
44.49018390293368,-123.52544153153372,60.0,2024-04-22 00:27:30,31623.45663459308,300.0
44.52513288288356,-123.49425598824136,33.84615384615384,2024-04-22 00:37:30,66149.44291348182,300.0
44.4375599433517,-123.42876023850825,20.0,2024-04-22 00:42:30,28265.7782612029,300.0
44.457854153059614,-123.48893744733314,20.0,2024-04-22 00:47:30,24899.49726748905,150.0
44.51236372597862,-123.4163019420712,34.61538461538462,2024-04-22 01:02:30,61040.4502737238,300.0
44.48100088618276,-123.53840928154388,20.0,2024-04-22 01:05:00,54227.76890265286,150.0
44.523666566484216,-123.46755668162098,33.07692307692307,2024-04-22 01:07:30,44136.70884239629,150.0
44.56457576417436,-123.39254540490948,33.84615384615385,2024-04-22 01:10:00,58733.15245945755,150.0
44.56768381009291,-123.27663042270184,20.0,2024-04-22 01:15:00,25072.3129859897,150.0
44.5612481900174,-123.2454152561853,20.0,2024-04-22 01:22:30,81752.29788947967,300.0
44.53102281984419,-123.41867695442816,33.84615384615385,2024-04-22 01:25:00,61939.623909768816,150.0
44.518404512490775,-123.42167363767166,35.38461538461539,2024-04-22 01:27:30,63262.70956966448,150.0
44.5602704052577,-123.19976315973474,35.51020408163265,2024-04-22 01:32:30,47599.29972080762,300.0
44.55486325963785,-123.2517799928505,20.0,2024-04-22 01:35:00,24272.877362030755,150.0
44.55915998877913,-122.99172491864567,20.0,2024-04-22 01:37:30,47980.12651620599,300.0
44.44127640902034,-123.36888389814712,60.0,2024-04-22 01:37:30,39368.75729308603,150.0
44.52355420584501,-123.40558800090012,45.38461538461538,2024-04-22 01:42:30,59556.16772083182,150.0
44.44718261533831,-123.4943861247678,26.89655172413793,2024-04-22 01:47:30,30693.93340655397,300.0
44.53136234818052,-123.47157832927736,48.46153846153846,2024-04-22 01:50:00,21348.59338147132,150.0
44.57324509713804,-123.47568963948684,36.92307692307692,2024-04-22 01:55:00,48768.82141377869,300.0
44.539765790702006,-123.37603247624898,20.0,2024-04-22 01:57:30,25528.003293282756,150.0
44.493033835259865,-123.26170632957982,20.000000000000004,2024-04-22 02:12:30,14379.036911469688,300.0
44.43485375063035,-123.3814535775057,36.326530612244895,2024-04-22 06:40:00,17778.338023112017,300.0
44.46220082690356,-123.54633741052028,20.0,2024-04-22 08:05:00,16757.853171741328,300.0
44.40980327418007,-123.64810481060243,55.17241379310345,2024-04-22 08:20:00,29233.29567265752,300.0
44.40361312826729,-123.62710213557196,20.0,2024-04-22 08:25:00,10340.90457969423,150.0
44.40087114685952,-123.4806176377362,36.326530612244895,2024-04-22 08:35:00,24193.14321388551,300.0
44.539693278259136,-123.61886543520907,40.40816326530613,2024-04-22 08:40:00,64550.56799139325,300.0
44.51974232725714,-123.61145206149035,43.84615384615385,2024-04-22 08:42:30,29497.30021628314,150.0
44.492891830952345,-123.64763160930882,43.07692307692307,2024-04-22 08:45:00,12893.931428976775,150.0
44.40174236739792,-123.49208607834362,43.84615384615385,2024-04-22 08:50:00,17886.079961338906,150.0
44.45604635655277,-123.5627184580066,33.87755102040817,2024-04-22 08:55:00,25457.026991781277,150.0
44.52514028743045,-123.53577566086167,35.384615384615394,2024-04-22 08:57:30,29439.661768261765,150.0
44.443582442563255,-123.60580704499178,20.0,2024-04-22 09:00:00,21293.63689400324,150.0
44.44309935153548,-123.50143774877785,52.41379310344827,2024-04-22 09:22:30,36738.92148388114,300.0
44.42871999588849,-123.31403349458752,48.46153846153846,2024-04-22 09:35:00,26020.202867430387,300.0
44.496519192335846,-123.60968195800612,60.0,2024-04-22 09:42:30,43454.4024157503,300.0
44.4051605759045,-123.5006010102408,20.0,2024-04-22 10:10:00,15156.228646586876,150.0
44.43394036061183,-123.38159051643729,33.87755102040817,2024-04-22 11:37:30,15236.722646973234,150.0
44.4126770365219,-123.73659178143934,48.46153846153847,2024-04-22 11:50:00,152750.2829827142,300.0
44.50146952519738,-123.61412077550423,43.846153846153854,2024-04-22 11:52:30,81182.09437415823,150.0
44.446331096151255,-123.4467969213642,46.92307692307693,2024-04-22 11:57:30,23115.23133764612,150.0
44.54014225451384,-123.53872856785456,33.84615384615385,2024-04-22 12:15:00,38369.21200423611,150.0
44.51270490730971,-123.46918662074027,20.000000000000004,2024-04-22 12:17:30,42372.941297425554,150.0
44.53786992054636,-123.496442928599,44.48979591836735,2024-04-22 12:20:00,57449.21579524713,150.0
44.533882431585525,-123.60292778503997,58.62068965517241,2024-04-22 12:22:30,79915.96715542073,150.0
44.54042658682148,-123.59163818949666,44.48979591836735,2024-04-22 12:25:00,72483.79825429386,150.0
44.54004418612213,-123.58652831852088,20.0,2024-04-22 12:27:30,39533.343722958525,150.0
44.41059955154081,-123.51139592042684,20.000000000000004,2024-04-22 12:40:00,137518.01084171468,300.0
44.532372829082135,-123.47271966828232,38.77551020408163,2024-04-22 12:57:30,52084.86787413842,300.0
44.488775219096034,-123.4946786137987,42.04081632653061,2024-04-22 17:15:00,204315.36886594963,300.0
44.40736319172747,-123.62784445004743,60.0,2024-04-22 17:17:30,124294.57193682832,150.0
44.575724252554544,-123.54510982317524,34.693877551020414,2024-04-22 17:32:30,95086.56878069496,150.0
44.53032353698275,-123.60473994203907,56.55172413793104,2024-04-22 17:55:00,244824.36217314476,300.0
44.58599402459236,-123.48542827365068,33.84615384615384,2024-04-22 18:00:00,313345.80339701945,300.0
44.58530272251898,-123.4276514185114,44.61538461538461,2024-04-22 18:02:30,53378.06258076162,150.0
44.58427743901834,-123.51153468314251,60.0,2024-04-22 18:05:00,66399.23777142733,150.0
44.55591154680827,-123.73791064581216,55.17241379310345,2024-04-22 18:25:00,79577.64364435217,300.0
44.50978689192757,-123.67614947950209,52.413793103448285,2024-04-22 21:52:30,91007.89933509802,300.0
44.4588350750803,-123.55070163297636,20.0,2024-04-22 21:57:30,122164.30473077678,300.0
44.44405971918645,-123.61218391906854,20.0,2024-04-22 22:02:30,157147.67866830045,300.0
44.54471001341621,-123.53805506151151,30.0,2024-04-22 22:10:00,160273.33559309732,300.0
44.53120172782139,-123.56716431293104,20.0,2024-04-22 22:12:30,93716.65255450083,150.0
44.4542936196985,-123.80022552180206,53.79310344827586,2024-04-22 22:22:30,127035.0666546374,300.0
44.59993147341578,-123.72122500186856,60.0,2024-04-22 22:50:00,81187.78050402892,300.0
44.43458906787046,-123.43822907557995,20.0,2024-04-22 23:02:30,101743.7921892271,300.0
44.4775876382962,-123.5543943059257,60.00000000000001,2024-04-22 23:07:30,64850.426916177945,150.0
44.49025554582049,-123.47768240099144,48.46153846153847,2024-04-23 02:15:00,40461.688642903646,150.0
44.57063614079564,-123.27090116174242,20.0,2024-04-23 02:17:30,40703.0374043281,150.0
44.59396351362446,-123.23936459622658,20.0,2024-04-23 02:22:30,43261.93754682751,300.0
44.574823481033846,-123.31160964221549,60.0,2024-04-23 02:25:00,86276.268102134,150.0
44.54397335560566,-123.67635489677689,44.61538461538461,2024-04-23 02:35:00,317961.0697670887,300.0
44.50839644258684,-123.6079462668927,41.22448979591836,2024-04-23 02:37:30,124380.3480917294,150.0
44.49155679751182,-123.48265165246156,30.769230769230777,2024-04-23 02:40:00,81610.45440174398,150.0
44.54393950213417,-123.52783548377585,20.0,2024-04-23 02:42:30,81827.26866993688,150.0
