lat,lon,depth,starttime,energy,duration 
44.56050497691523,-123.3574073632098,22.75862068965517,2017-12-05 15:52:30,174623.458602161, 150.0 
44.49030927945292,-123.42992247805762,32.30769230769231,2017-12-05 15:55:00,77813.56848638049, 150.0 
44.40546272889439,-123.55338885530188,46.12244897959183,2017-12-05 16:00:00,66443.71109008395, 150.0 
44.414228814182174,-123.30590935166173,52.413793103448285,2017-12-05 16:02:30,52582.57300325169, 150.0 
44.54381615497012,-123.28498508555568,20.000000000000004,2017-12-05 16:22:30,82092.12624877902, 300.0 
44.58304179379408,-123.45872176302396,35.38461538461539,2017-12-05 19:00:00,268045.7110086634, 300.0 
44.580786815502776,-123.46552054108616,29.230769230769237,2017-12-05 20:05:00,233008.45273263904, 300.0 
44.51177487548935,-123.5545282521612,20.0,2017-12-05 21:50:00,159208.67707847248, 300.0 
44.50070520582122,-123.60390799349766,31.428571428571427,2017-12-05 21:52:30,106131.84402061994, 150.0 
44.52910690632129,-123.47837062254015,32.30769230769231,2017-12-05 21:55:00,122371.21127773367, 150.0 
44.57850320598321,-123.33918241312811,20.0,2017-12-05 22:05:00,172012.77439672578, 300.0 
44.59907923175071,-123.61018269388173,23.448275862068968,2017-12-05 22:17:30,397321.7200144841, 300.0 
44.53700569419865,-123.29247841840274,60.0,2017-12-05 23:07:30,107924.37059007732, 300.0 
44.54836222671362,-123.58660024126344,41.22448979591836,2017-12-05 23:20:00,216916.3882427489, 300.0 
44.566731519816535,-123.53609895234136,47.692307692307686,2017-12-05 23:25:00,329137.5588782702, 300.0 
44.56544739446071,-123.21223368707408,44.48979591836735,2017-12-05 23:35:00,137089.71097022793, 300.0 
44.423528656782864,-123.18844827513048,20.0,2017-12-05 23:40:00,265768.3148616136, 300.0 
44.50180998589545,-123.244741301768,33.84615384615384,2017-12-05 23:45:00,315134.350952014, 300.0 
44.49234849630789,-123.5418988854619,60.0,2017-12-05 23:47:30,203582.8493956447, 150.0 
44.430286800537694,-123.38213827216371,57.241379310344826,2017-12-05 23:55:00,336421.9453044436, 300.0 
44.50527851176838,-123.66518820851051,60.0,2017-12-06 00:30:00,81224.11663816175, 300.0 
44.58409858974521,-123.280156599838,34.61538461538461,2017-12-06 00:37:30,100601.29069841615, 300.0 
44.59703061968865,-123.7319836618583,20.0,2017-12-06 00:42:30,114111.01836043976, 300.0 
44.58999556107342,-123.59987907693086,60.0,2017-12-06 00:57:30,97344.2026250815, 300.0 
44.50481197117581,-123.27655740316132,20.0,2017-12-06 01:15:00,34095.68143217122, 300.0 
44.535969099797306,-123.73045417042503,60.00000000000001,2017-12-06 01:27:30,86214.36902134436, 300.0 
44.45746464459822,-123.6308598535674,46.15384615384615,2017-12-06 01:35:00,109682.87886900431, 300.0 
44.57946271175744,-123.49673765546284,57.241379310344826,2017-12-06 01:37:30,38673.99058746099, 150.0 
44.51131761188768,-123.86046909972004,60.0,2017-12-06 01:42:30,210613.6471756965, 300.0 
44.47593675739261,-123.2914083729224,20.0,2017-12-06 01:45:00,133926.24464222827, 300.0 
44.50613206591166,-123.67667934975462,20.0,2017-12-06 01:47:30,163812.75187650876, 300.0 
44.49690132468244,-123.61478795400772,20.0,2017-12-06 01:50:00,73092.08659885799, 150.0 
44.49994088644506,-123.59369521149108,35.51020408163265,2017-12-06 01:52:30,50977.919126236826, 150.0 
44.48403022043299,-123.54183379142997,41.224489795918366,2017-12-06 01:55:00,26899.079335720817, 150.0 
44.54776469813265,-123.48076723309028,20.0,2017-12-06 01:57:30,33663.34430874733, 150.0 
44.56240883055377,-123.21927805666034,20.000000000000004,2017-12-06 02:00:00,29503.6547472201, 150.0 
44.47875046288642,-123.98500935128484,34.61538461538462,2017-12-06 02:20:00,88771.81812547275, 300.0 
44.49823085002773,-123.7823376682368,33.84615384615385,2017-12-06 02:22:30,47034.0756207429, 150.0 
44.43944525625098,-123.50197811059016,20.0,2017-12-06 02:27:30,85695.07588783551, 300.0 
44.5290253736308,-123.83730501537816,46.15384615384616,2017-12-06 02:30:00,80162.13885403298, 300.0 
44.476314829732914,-123.42813934699038,20.0,2017-12-06 02:40:00,76133.8925730063, 300.0 
44.59912340660925,-123.77304074190664,49.230769230769226,2017-12-06 02:47:30,88569.44715590106, 300.0 
44.5735479936319,-123.33906421233984,33.84615384615385,2017-12-06 02:52:30,176635.68717133, 300.0 
44.41491879706486,-123.17300487718836,60.0,2017-12-06 02:55:00,98993.10166229916, 150.0 
44.52031194314301,-123.2678864160803,20.0,2017-12-06 02:57:30,46573.36433278534, 150.0 
44.41231315386521,-123.63227789695256,20.0,2017-12-06 03:05:00,81499.47401465205, 150.0 
44.558181801547526,-123.7311257255837,42.85714285714285,2017-12-06 03:07:30,99305.81169346148, 150.0 
44.46842862018365,-123.629262872755,33.07692307692307,2017-12-06 03:12:30,135283.0440259687, 150.0 
44.49109744640954,-123.52530671394304,33.06122448979592,2017-12-06 03:15:00,99585.95753904615, 150.0 
44.49733729251681,-123.6082719245546,20.0,2017-12-06 03:17:30,109392.899441866, 150.0 
44.55141865810846,-123.48022494789194,44.61538461538461,2017-12-06 03:20:00,51469.09224777517, 150.0 
44.47778598562612,-123.41114467887344,47.6923076923077,2017-12-06 03:22:30,57836.23545257268, 150.0 
44.55115941614908,-123.78637662037582,37.95918367346938,2017-12-06 03:27:30,157251.8548904895, 300.0 
44.48556977417441,-123.56225208365744,45.30612244897959,2017-12-06 03:30:00,55483.07418892572, 150.0 
44.43554243448672,-123.4870834031886,45.38461538461539,2017-12-06 03:35:00,35290.365498177336, 150.0 
44.4649202530616,-123.6813609909521,34.61538461538462,2017-12-06 03:40:00,63092.70706695306, 150.0 
44.56816714248894,-123.20784032291424,20.0,2017-12-06 03:42:30,76820.71064403378, 300.0 
44.448256786901126,-123.55741468985332,28.461538461538467,2017-12-06 03:42:30,137547.7137388326, 300.0 
44.449745936033,-123.58943269115088,20.0,2017-12-06 03:45:00,106051.33815768048, 150.0 
44.4218588622991,-123.5625807918818,53.793103448275865,2017-12-06 03:50:00,112021.84510846752, 150.0 
44.55859253102942,-123.67423356647616,33.07692307692308,2017-12-06 04:07:30,78723.71604251213, 300.0 
44.456046356552775,-123.5627184580066,20.0,2017-12-06 04:12:30,16924.291991556787, 150.0 
44.59619620740692,-123.58382047135234,41.224489795918366,2017-12-06 04:37:30,40295.50696190952, 300.0 
44.45327818633514,-123.6366273920681,20.0,2017-12-06 04:47:30,116859.7018935686, 150.0 
44.46335509280684,-123.56164545116732,20.0,2017-12-06 04:50:00,108071.80604204012, 150.0 
44.48239652750056,-123.56916946522088,32.3076923076923,2017-12-06 04:52:30,56230.40406663476, 150.0 
44.42486459677987,-123.75159203452716,40.40816326530613,2017-12-06 04:55:00,141751.91921012517, 300.0 
44.419073504079165,-123.735672180792,33.84615384615385,2017-12-06 04:57:30,77975.56794756505, 150.0 
44.442919583273365,-123.54788375905255,36.15384615384615,2017-12-06 05:12:30,50919.6756234728, 300.0 
44.583701129324446,-123.66412611927376,53.07692307692308,2017-12-06 05:17:30,181438.80115035956, 300.0 
44.50426417709649,-123.60209694194104,60.0,2017-12-06 06:00:00,74110.86561219707, 300.0 
44.49492463625689,-123.62539977911098,20.000000000000004,2017-12-06 06:15:00,80748.41812358168, 300.0 
44.57306817259861,-124.02606293371907,41.224489795918366,2017-12-06 06:22:30,86976.85748459435, 300.0 
44.53522932939981,-124.0261605626163,55.172413793103445,2017-12-06 06:37:30,83873.24857492611, 300.0 
44.51954265971546,-123.85930235552394,54.48275862068965,2017-12-06 06:40:00,69089.97018517436, 150.0 
44.471187315829454,-123.66626595663249,36.326530612244895,2017-12-06 06:42:30,56443.62365914829, 150.0 
44.53978441467472,-123.6821278349606,38.775510204081634,2017-12-06 06:45:00,82281.22884801183, 150.0 
44.539689526827466,-123.68085032934442,33.07692307692307,2017-12-06 06:47:30,97550.03233956144, 150.0 
44.5010873655093,-123.60901438450097,20.0,2017-12-06 06:50:00,86768.62397994717, 150.0 
44.45758520059109,-123.58312665842598,20.0,2017-12-06 06:52:30,47934.71872486846, 150.0 
44.59082560147751,-123.84917870056482,55.862068965517246,2017-12-06 06:57:30,115211.81435737644, 300.0 
44.413781135522335,-123.55345582981325,53.793103448275865,2017-12-06 07:00:00,44793.471257786565, 300.0 
44.57343752174022,-123.60214673371163,33.07692307692308,2017-12-06 07:05:00,41636.58469555155, 300.0 
44.47086911948639,-123.41734006507492,60.0,2017-12-06 07:07:30,22414.319539152064, 150.0 
44.44300248750359,-123.50016261281178,26.206896551724142,2017-12-06 07:10:00,21379.99835584714, 150.0 
44.54014225451384,-123.53872856785458,20.0,2017-12-06 07:12:30,21165.88736319268, 150.0 
44.41701642356112,-123.7578718924308,60.0,2017-12-06 07:15:00,54795.25576628955, 150.0 
44.46971770895005,-123.35428902682636,20.0,2017-12-06 07:22:30,51587.57750754991, 300.0 
44.473245553242414,-123.49697856061096,57.24137931034482,2017-12-06 07:25:00,36668.99094381079, 150.0 
44.5071051823111,-123.73977344975782,46.15384615384616,2017-12-06 07:45:00,106102.22425882636, 300.0 
44.53610284191316,-123.53415829616569,20.0,2017-12-06 07:55:00,27514.89836919513, 300.0 
44.4996569885444,-123.54082239725544,20.0,2017-12-06 08:05:00,27676.703753763464, 300.0 
44.49576285231325,-123.55042986303792,20.0,2017-12-06 08:07:30,17233.645223081887, 150.0 
44.57307633161057,-123.98731872225652,42.04081632653061,2017-12-06 08:12:30,86763.98093393829, 300.0 
44.511153664719856,-123.3440156870206,24.827586206896555,2017-12-06 08:15:00,28864.92137518908, 300.0 
44.56872108523783,-123.86265303741422,60.0,2017-12-06 08:15:00,46698.37081350065, 150.0 
44.45558086945193,-123.80519859836429,55.17241379310345,2017-12-06 08:57:30,14910.069403227568, 150.0 
44.45694712737993,-123.6734891062858,44.61538461538462,2017-12-06 09:00:00,16310.412407604665, 150.0 
44.45987808280097,-123.61374329917363,31.538461538461544,2017-12-06 09:02:30,17233.82039060693, 150.0 
44.49279123885274,-123.41406374686028,25.51724137931034,2017-12-06 09:07:30,50184.25119219471, 300.0 
44.50613206591167,-123.67667934975462,54.48275862068966,2017-12-06 09:12:30,60567.2793773056, 300.0 
44.45616909326907,-123.62589049018912,34.61538461538461,2017-12-06 09:15:00,86979.97819433572, 150.0 
44.49522614836928,-123.74148293328756,35.51020408163266,2017-12-06 09:17:30,101796.31036572924, 150.0 
44.59619620740692,-123.58382047135234,29.230769230769237,2017-12-06 09:20:00,60883.19912324753, 150.0 
44.49896137823011,-123.62997274331283,37.14285714285714,2017-12-06 09:22:30,76905.52927990817, 150.0 
44.53040942576127,-123.5515702788732,33.84615384615385,2017-12-06 09:25:00,96557.72638953324, 150.0 
44.50613206591167,-123.67667934975462,36.92307692307692,2017-12-06 09:27:30,181695.3222517376, 150.0 
44.4569328666631,-123.6360953804144,20.0,2017-12-06 09:30:00,238166.97828174933, 150.0 
44.4103664927451,-123.5694209955857,39.59183673469388,2017-12-06 09:32:30,156788.1969690411, 150.0 
44.54793225920983,-123.5440384905007,41.224489795918366,2017-12-06 09:35:00,118428.43637979732, 150.0 
44.49311837316843,-123.55210945255044,37.95918367346938,2017-12-06 09:37:30,116112.05778799992, 150.0 
44.43368242228995,-123.31844208661252,50.76923076923077,2017-12-06 09:40:00,77724.6134397878, 150.0 
44.544110738156846,-123.4813095182886,31.538461538461544,2017-12-06 09:45:00,264190.0200848644, 300.0 
44.50446624993309,-123.5556028457346,20.0,2017-12-06 09:47:30,112285.33398015203, 150.0 
44.5961562438934,-123.58346415331896,32.30769230769231,2017-12-06 09:52:30,49966.69507150212, 150.0 
44.412776526250816,-123.70050163144842,20.0,2017-12-06 10:12:30,37786.78267620961, 300.0 
44.5617854666039,-123.21420904993738,20.0,2017-12-06 10:25:00,17657.30350242668, 300.0 
44.595003061104016,-123.45700237935806,37.14285714285714,2017-12-06 10:30:00,15935.474097138242, 150.0 
44.46185967730266,-123.73983219813888,60.0,2017-12-06 10:40:00,34490.67273151876, 300.0 
44.55087174316854,-123.73217941491754,42.0408163265306,2017-12-06 10:42:30,31283.721618549705, 150.0 
44.49920172822458,-123.68284563168888,37.142857142857146,2017-12-06 10:50:00,28101.60475398968, 150.0 
44.47497393495195,-123.61799001817548,36.3265306122449,2017-12-06 10:52:30,58399.62794108399, 300.0 
44.49044155538053,-123.41957759151796,20.0,2017-12-06 10:55:00,29271.413055369565, 150.0 
44.56476299478537,-123.65783594029132,36.326530612244895,2017-12-06 11:02:30,109454.37014416888, 300.0 
44.55317964732172,-123.700849882788,49.230769230769226,2017-12-06 11:20:00,66744.8369396387, 300.0 
44.59283582437185,-123.66736450290348,43.67346938775509,2017-12-06 11:50:00,55169.88556527337, 300.0 
44.473245553242414,-123.49697856061096,33.846153846153854,2017-12-06 11:52:30,41487.41231750109, 150.0 
44.462768798989366,-123.60300363856189,39.591836734693885,2017-12-06 11:55:00,82791.32224237804, 150.0 
44.46276879898937,-123.60300363856189,60.0,2017-12-06 11:57:30,170624.4138777169, 150.0 
44.58813548549033,-123.45824720594663,45.38461538461539,2017-12-06 12:00:00,137689.93243687475, 150.0 
44.46544766389799,-123.7509219736508,55.172413793103445,2017-12-06 12:00:00,523476.23910242977, 300.0 
44.460470190990485,-123.5723866849075,20.0,2017-12-06 12:02:30,252044.8623108875, 150.0 
44.41485862652298,-123.2310363412476,57.241379310344826,2017-12-06 12:05:00,508571.0979285253, 300.0 
44.4332065557588,-123.56607160437927,20.0,2017-12-06 12:07:30,280973.0645702504, 300.0 
44.56303898085439,-123.78467520226688,57.241379310344826,2017-12-06 12:10:00,186186.324061528, 150.0 
44.48222070906462,-123.42080550140552,60.0,2017-12-06 12:15:00,69769.26155396723, 300.0 
44.58686682907356,-123.0772758338555,20.0,2017-12-06 12:27:30,23864.055649480146, 300.0 
44.445000329330405,-123.4173334425936,60.0,2017-12-06 12:42:30,42833.51651197333, 150.0 
44.50004197141458,-123.54592831234406,37.14285714285714,2017-12-06 12:45:00,64036.38610594296, 150.0 
44.43631726802064,-123.49728338902916,20.0,2017-12-06 12:47:30,59481.58335095451, 150.0 
44.42101770744279,-123.31003986339962,41.53846153846155,2017-12-06 13:20:00,129895.20646273046, 300.0 
44.44549154905601,-123.63131454129878,35.38461538461538,2017-12-06 13:22:30,80511.43418661226, 300.0 
44.502322194370464,-123.68755524477142,54.48275862068966,2017-12-06 13:35:00,173055.42868527398, 300.0 
44.40801009323218,-123.57492065978138,20.0,2017-12-06 13:37:30,81046.60416555217, 150.0 
44.45175072674503,-123.61621887275255,41.224489795918366,2017-12-06 13:40:00,61959.66354624924, 150.0 
44.55282115430645,-123.79646966719868,54.48275862068966,2017-12-06 13:47:30,115868.00761273676, 300.0 
44.45859212239318,-123.70806617761724,35.38461538461538,2017-12-06 13:50:00,58881.968171057946, 150.0 
44.50715428142488,-123.59134844212322,20.0,2017-12-06 15:17:30,137305.97511326024, 150.0 
44.53171576738384,-123.6729690890794,33.87755102040817,2017-12-06 15:22:30,242056.1131859096, 150.0 
44.46123965730117,-123.58259141522802,41.224489795918366,2017-12-06 15:25:00,224086.39059806184, 150.0 
44.458931258369134,-123.55197722426644,43.846153846153854,2017-12-06 15:27:30,181806.72420409977, 150.0 
44.52705136608982,-123.61038339374684,20.0,2017-12-06 15:32:30,504944.8443736766, 300.0 
44.55918976758839,-123.73227205105638,51.72413793103448,2017-12-06 15:35:00,292717.44958642666, 150.0 
44.46235122403349,-123.80938979592344,60.0,2017-12-06 15:37:30,439601.8806332192, 300.0 
44.589550297733695,-123.50983878884878,58.62068965517242,2017-12-06 15:37:30,153130.06253308398, 150.0 
44.5141777050799,-123.53739262629814,46.92307692307692,2017-12-06 15:40:00,159323.5925240466, 150.0 
44.54903151435398,-123.5955437625596,40.40816326530612,2017-12-06 15:42:30,165176.9706170199, 150.0 
44.58163725669001,-123.537775565035,27.58620689655173,2017-12-06 15:45:00,80513.49462331164, 150.0 
44.56599885824698,-123.44541473281338,32.30769230769231,2017-12-06 15:47:30,138755.57284832472, 150.0 
44.44387426379054,-123.51163883650642,20.0,2017-12-06 15:52:30,219996.8528780663, 300.0 
44.45746660134211,-123.48383556546196,20.0,2017-12-06 15:55:00,68051.68768344824, 150.0 
44.4953077314709,-123.48338605713266,56.55172413793103,2017-12-06 16:12:30,199899.2487552432, 300.0 
44.40073204548041,-123.49094695300496,36.15384615384615,2017-12-06 16:35:00,222108.8815087002, 300.0 
44.44657387942668,-123.5473462317028,43.67346938775511,2017-12-06 16:37:30,291793.9845263443, 150.0 
44.48946408261026,-123.55264706510934,54.48275862068966,2017-12-06 16:40:00,345204.2651351812, 150.0 
44.53161949827874,-123.6097152301284,51.03448275862069,2017-12-06 16:42:30,286539.3971203725, 150.0 
44.52600684927105,-123.54726894726566,36.326530612244895,2017-12-06 16:45:00,197163.33236706103, 150.0 
44.41596698866615,-123.7812131196925,20.0,2017-12-06 16:50:00,190842.7577012292, 300.0 
44.47308310814551,-123.69178720947332,20.0,2017-12-06 16:57:30,226586.01217974877, 300.0 
44.48124192885437,-123.5538566933668,20.0,2017-12-06 17:00:00,181479.62041874684, 150.0 
44.50940751300441,-123.67104198938723,52.41379310344829,2017-12-06 17:05:00,173446.7971686079, 300.0 
44.5072701381027,-123.69200087141344,20.0,2017-12-06 19:15:00,95753.08341491262, 300.0 
44.44912228701676,-123.56889288483984,60.0,2017-12-06 19:17:30,137645.0784560378, 150.0 
44.531887810865086,-123.4663342272815,20.0,2017-12-06 19:32:30,133866.56680711475, 300.0 
44.59003633388157,-123.489998995903,20.0,2017-12-06 19:35:00,91072.9392929119, 150.0 
44.460128096477646,-123.66658025146724,35.38461538461539,2017-12-06 20:02:30,337955.01404899545, 300.0 
44.40424060769369,-123.62314554478304,58.62068965517243,2017-12-07 00:42:30,194493.50560415653, 300.0 
44.41059955154081,-123.51139592042684,20.000000000000004,2017-12-07 00:45:00,70338.25365360618, 150.0 
44.40281806417427,-123.55506579745366,46.15384615384615,2017-12-07 00:50:00,48511.34431037703, 150.0 
44.56360799060511,-123.44610877989908,35.51020408163265,2017-12-07 00:55:00,269425.41696240194, 300.0 
44.49023391503087,-123.56285700065352,42.04081632653062,2017-12-07 01:00:00,152109.8840940011, 150.0 
44.50004197141459,-123.54592831234407,20.0,2017-12-07 01:05:00,91002.52670234068, 150.0 
44.44434608516036,-123.6160100435146,38.775510204081634,2017-12-07 01:12:30,170698.98252784953, 300.0 
44.50625192268309,-123.2918294969226,34.61538461538461,2017-12-07 01:12:30,88910.36784039515, 300.0 
44.51759969922667,-123.73180973888284,60.0,2017-12-07 01:25:00,494809.7122477976, 150.0 
44.519542659715455,-123.85930235552394,60.0,2017-12-07 01:27:30,727061.8155996164, 150.0 
44.50703499341567,-123.63912056772467,20.0,2017-12-07 01:30:00,578606.6651982487, 150.0 
44.52994120212454,-123.59963102122607,20.0,2017-12-07 01:32:30,358967.21806910605, 150.0 
44.51281491342698,-123.71701133615576,45.30612244897959,2017-12-07 01:35:00,384331.37924756994, 300.0 
44.57650344533632,-123.33333755462225,57.241379310344826,2017-12-07 01:37:30,186643.99478657648, 300.0 
44.50855391042733,-123.6595501366289,55.172413793103445,2017-12-07 01:37:30,218815.606583958, 300.0 
44.41482290319463,-123.6164490958941,55.172413793103445,2017-12-07 01:40:00,64561.25931499348, 150.0 
44.59567391803943,-123.66367744355574,39.59183673469388,2017-12-07 01:50:00,65753.64816104423, 300.0 
44.59330192214994,-123.48434335406075,60.0,2017-12-07 01:52:30,38872.65034603633, 150.0 
44.43980124422025,-123.30204151451925,20.0,2017-12-07 01:55:00,43496.6642177422, 150.0 
44.52078856207136,-123.47831464457911,37.142857142857146,2017-12-07 01:57:30,48921.83122494712, 150.0 
44.49683554695957,-123.41862255049428,43.67346938775511,2017-12-07 02:50:00,73764.3964382264, 300.0 
44.46981880790781,-123.30782066766972,24.827586206896555,2017-12-07 03:05:00,38579.146074040495, 300.0 
44.59025233799223,-123.29991027098218,60.0,2017-12-07 03:20:00,60235.12744714865, 300.0 
44.48922883675621,-123.45202326407632,20.0,2017-12-07 03:22:30,36825.057258419896, 150.0 
44.58882338594953,-123.0976603377267,34.61538461538461,2017-12-07 03:22:30,38276.74096526282, 300.0 
44.59360970908495,-123.53730137459816,20.0,2017-12-07 03:37:30,111354.23289552752, 300.0 
44.47147168467686,-123.6700941445586,60.0,2017-12-07 06:20:00,71376.17875604286, 300.0 
44.51182926603399,-123.6539114322901,55.172413793103445,2017-12-07 06:22:30,29529.621637806875, 150.0 
44.57868612703477,-123.48651319324055,24.82758620689655,2017-12-07 06:35:00,85461.09995560955, 300.0 
44.56243632179295,-123.43077721210324,20.0,2017-12-07 06:40:00,25651.70700477603, 150.0 
44.45797107921652,-123.34573636337475,20.000000000000004,2017-12-07 06:42:30,26001.184447636908, 150.0 
44.52930298731456,-123.28847937139052,20.0,2017-12-07 06:45:00,21431.023180560333, 150.0 
44.543288172171415,-123.42201048889754,20.0,2017-12-07 07:07:30,37062.49902608297, 150.0 
44.54964767863515,-123.61611959110914,31.034482758620687,2017-12-07 07:10:00,41945.42887433753, 150.0 
44.59385280256817,-123.5527779050215,33.07692307692308,2017-12-07 07:12:30,49338.969906951344, 150.0 
44.551282943317545,-123.67529423162652,37.14285714285714,2017-12-07 07:15:00,40982.73117497945, 150.0 
44.54016396606372,-123.68723785742536,32.30769230769231,2017-12-07 07:17:30,33517.35890322098, 150.0 
44.56186763849954,-123.66859123050511,20.0,2017-12-07 07:35:00,66335.96552082975, 300.0 
44.59276586184036,-123.6369572831315,20.0,2017-12-07 07:37:30,25935.48482811284, 150.0 
44.59519018547776,-123.59524006391698,20.0,2017-12-07 07:55:00,36495.3779200802, 300.0 
44.59385280256817,-123.55277790502151,33.84615384615384,2017-12-07 08:12:30,46113.58479479797, 300.0 
44.45239198842574,-123.56325496142624,20.0,2017-12-07 08:15:00,25416.00416501999, 150.0 
44.46542657606582,-123.7883200108045,44.61538461538462,2017-12-07 08:25:00,35551.857932297295, 300.0 
44.571833026811966,-123.408693787792,20.0,2017-12-07 10:27:30,36908.213784912325, 300.0 
44.497719430331706,-123.61337799955652,44.48979591836735,2017-12-07 10:30:00,16227.20760906778, 150.0 
44.591193197713366,-123.60545227946687,34.61538461538462,2017-12-07 10:55:00,26961.196785637003, 300.0 
44.48101077711806,-123.90087442480386,20.0,2017-12-07 14:02:30,47094.42670454582, 300.0 
44.59660259419962,-123.62651879475747,33.07692307692308,2017-12-07 14:15:00,126501.04827424808, 300.0 
44.45785561782257,-123.79842757914908,55.86206896551724,2017-12-07 14:17:30,95338.6119986954, 150.0 
44.49743282697054,-123.6095484433051,46.15384615384615,2017-12-07 14:25:00,284901.6460781221, 300.0 
44.54084483803732,-123.48696078880538,20.0,2017-12-07 14:30:00,312777.6658153192, 300.0 
44.5485959560032,-123.60206570396078,34.69387755102041,2017-12-07 14:37:30,390881.1658883581, 300.0 
44.54323755253721,-123.46981358973956,37.95918367346938,2017-12-07 14:40:00,149940.80598869157, 150.0 
44.49126597730896,-123.47882305333444,20.0,2017-12-07 14:42:30,148563.11589958202, 150.0 
44.44900801302823,-123.67850769599364,20.0,2017-12-07 14:45:00,131071.17150066292, 150.0 
44.46895426434271,-123.68593575338156,20.0,2017-12-07 14:47:30,149205.85300082638, 150.0 
44.59324071341423,-123.64335085892156,20.0,2017-12-07 14:52:30,116847.80402759976, 150.0 
44.509543052890194,-123.62326733591068,39.59183673469388,2017-12-07 14:55:00,102426.97232735544, 150.0 
44.59910169767836,-123.3136318960768,35.51020408163265,2017-12-07 14:55:00,138913.6515937624, 300.0 
44.57274273810433,-123.27671110900135,20.0,2017-12-07 15:10:00,177494.0526712671, 300.0 
44.45389476481068,-123.69456163881009,60.0,2017-12-07 15:22:30,469125.0091164152, 300.0 
44.44316507868072,-123.45371565362038,20.0,2017-12-07 15:37:30,94641.273717246, 150.0 
44.57556814906409,-123.85522280830568,32.30769230769231,2017-12-07 15:42:30,195302.9560757294, 300.0 
44.485937643446576,-123.61638918241609,35.51020408163266,2017-12-07 17:37:30,202123.1880010829, 300.0 
44.45959164734118,-123.60991616976064,43.846153846153854,2017-12-07 17:42:30,306872.6567246895, 300.0 
44.4588350750803,-123.55070163297636,49.230769230769226,2017-12-07 17:50:00,215664.4200278188, 300.0 
44.59034105913322,-123.54295425525602,20.0,2017-12-07 19:25:00,54002.42306068972, 150.0 
44.546109749510194,-123.6553816218019,36.326530612244895,2017-12-07 19:30:00,84647.156847018, 150.0 
44.50046034653944,-123.6129776332042,27.58620689655172,2017-12-07 19:45:00,144255.46493902942, 300.0 
44.5497432897835,-123.61739721721354,33.84615384615385,2017-12-07 20:02:30,181394.06994273455, 150.0 
44.56217665612849,-123.41530930744396,60.00000000000001,2017-12-07 20:20:00,77377.09368371501, 300.0 
44.59351332116172,-123.53602287742864,20.0,2017-12-07 22:17:30,126548.82000085154, 300.0 
44.43890038163634,-123.38600513760085,20.0,2017-12-07 22:25:00,171186.65264230352, 300.0 
44.48028456893024,-123.34753619284628,60.0,2017-12-07 22:35:00,141128.67741235794, 300.0 
44.596179059042456,-123.47357326225637,33.87755102040816,2017-12-07 22:45:00,89016.49497557619, 150.0 
44.57442526788692,-123.54013222285282,43.846153846153854,2017-12-07 22:47:30,66120.50322049024, 150.0 
44.586967720395066,-123.59644525219277,34.69387755102041,2017-12-07 22:55:00,309594.9756616349, 300.0 
44.56987497816159,-123.41932645614962,20.000000000000004,2017-12-07 23:35:00,62367.35146283815, 300.0 
44.54028337900277,-123.73887043030696,34.61538461538462,2017-12-07 23:52:30,164249.02218366126, 300.0 
44.5213808703524,-123.29355594114487,28.97959183673469,2017-12-08 00:00:00,138368.76216723505, 300.0 
44.45148537794096,-123.76195140325206,35.38461538461538,2017-12-08 00:15:00,43999.87771665458, 150.0 
44.50232219437045,-123.68755524477145,34.69387755102041,2017-12-08 00:17:30,51202.44870670048, 150.0 
44.59013419561397,-123.39431625361684,60.0,2017-12-08 00:25:00,153398.91843824912, 300.0 
44.51807044441124,-123.73819546496117,32.30769230769231,2017-12-08 00:27:30,358462.4915988572, 300.0 
44.566434990844776,-123.79323058474726,34.61538461538462,2017-12-08 00:30:00,402290.578861479, 300.0 
44.58932585011045,-123.59092945054964,37.142857142857146,2017-12-08 00:42:30,189037.43555306867, 300.0 
44.59311195849727,-123.39900736082032,35.51020408163265,2017-12-08 00:55:00,78866.5867610792, 300.0 
44.51403878207569,-123.73361319548454,37.95918367346939,2017-12-08 01:02:30,301293.6711228899, 300.0 
44.55142182735521,-123.62748491004592,20.0,2017-12-08 01:07:30,100657.23623055572, 150.0 
44.54236014745512,-123.6546356175102,20.0,2017-12-08 01:10:00,137874.63729175893, 150.0 
44.50677207799042,-123.58624141911724,33.84615384615385,2017-12-08 01:15:00,730255.8004016185, 300.0 
44.51638192988369,-123.81587394397263,40.40816326530613,2017-12-08 01:20:00,585282.8024109119, 300.0 
44.4702790294683,-123.55546913400153,32.244897959183675,2017-12-08 01:22:30,183347.30074687972, 150.0 
44.44378502110405,-123.55936106794567,32.24489795918367,2017-12-08 01:30:00,159596.14339472604, 300.0 
44.54286982017173,-123.61194410006118,46.15384615384615,2017-12-08 01:32:30,149076.4301073286, 150.0 
44.44873762029869,-123.56379146484583,60.0,2017-12-08 01:35:00,176725.40143877856, 150.0 
44.55835297060475,-123.2148456300929,57.241379310344826,2017-12-08 01:42:30,85427.09621127919, 150.0 
44.44506890801332,-123.67521071179247,60.0,2017-12-08 01:45:00,370593.12440022745, 300.0 
44.40632765694637,-123.5648589074772,42.85714285714285,2017-12-08 01:50:00,477088.36487678566, 300.0 
44.58527530063724,-123.3045027751773,60.0,2017-12-08 01:57:30,131551.93773687884, 150.0 
