T,DVT,CCT
2014-11-04T00:00:00.0,-0.007933785488895709,0.9352573210503451
2014-11-05T00:00:00.0,-0.0134904443521678,0.9326931117992937
2014-11-06T00:00:00.0,-0.01956866686325604,0.928546765392323
2014-11-07T00:00:00.0,-0.027652903404406407,0.9265941924412759
2014-11-08T00:00:00.0,-0.033269742688580364,0.9240629390706321
2014-11-09T00:00:00.0,-0.02825470761342505,0.9234771433475977
2014-11-10T00:00:00.0,-0.024523521517509493,0.9257231462842469
2014-11-11T00:00:00.0,-0.023560634783079674,0.9279168692774293
2014-11-12T00:00:00.0,-0.01649946539726099,0.9322714872633489
2014-11-13T00:00:00.0,-0.017763254236200128,0.93422321497626
2014-11-14T00:00:00.0,-0.018786321391531812,0.9350985345733119
2014-11-15T00:00:00.0,-0.01926776475874672,0.934756200263039
2014-11-16T00:00:00.0,-0.013610805193971526,0.938352360138513
2014-11-17T00:00:00.0,-0.00666999664995657,0.9419119628736979
2014-11-18T00:00:00.0,0.001955863679310573,0.948799413580822
2014-11-19T00:00:00.0,0.012146414952026174,0.9542940462825599
2014-11-20T00:00:00.0,0.017863554937703235,0.9564000297007478
2014-11-21T00:00:00.0,0.016419224836058503,0.9582666363442992
2014-11-22T00:00:00.0,0.0192477046184461,0.9582958963615487
2014-11-23T00:00:00.0,0.015456338101628683,0.9552161955629075
2014-11-24T00:00:00.0,0.012567677898339222,0.9537444982130235
2014-11-25T00:00:00.0,0.011544610743007536,0.9515190645672253
2014-11-26T00:00:00.0,0.01587760104794173,0.9535759200509731
2014-11-27T00:00:00.0,0.022818409591956686,0.9574394496451646
2014-11-28T00:00:00.0,0.031203548237616376,0.9632383608002183
2014-11-29T00:00:00.0,0.03367094549459279,0.9644855296670942
2014-11-30T00:00:00.0,0.031203548237616376,0.965203775898507
2014-12-01T00:00:00.0,0.04055157361770588,0.9672201676751031
2014-12-02T00:00:00.0,0.04470402265993448,0.9715865193100601
2014-12-03T00:00:00.0,0.05760269287323395,0.9760758390333895
2014-12-04T00:00:00.0,0.062738088790193,0.9769459327374131
2014-12-05T00:00:00.0,0.06646927488610854,0.9788015571829229
2014-12-06T00:00:00.0,0.06881631130128124,0.9791767736008361
2014-12-07T00:00:00.0,0.07190557290757692,0.9792455711376595
2014-12-08T00:00:00.0,0.07593766110800179,0.9800557078188069
2014-12-09T00:00:00.0,0.07762271289325398,0.9806874786187026
2014-12-10T00:00:00.0,0.08065179407864778,0.980406299556143
2014-12-11T00:00:00.0,0.08209612418029252,0.9803379955956657
2014-12-12T00:00:00.0,0.08107305702496083,0.9793973733279322
2014-12-13T00:00:00.0,0.07605802194980552,0.9779156017055409
2014-12-14T00:00:00.0,0.0742526093227496,0.9754288253665518
2014-12-15T00:00:00.0,0.07623856321251112,0.9753776013128084
2014-12-16T00:00:00.0,0.0777430737350577,0.976287354915876
2014-12-17T00:00:00.0,0.0757571198452962,0.9757719968876132
2014-12-18T00:00:00.0,0.07322954216741792,0.9732226501743269
2014-12-19T00:00:00.0,0.06863577003857566,0.9718673148261313
2014-12-20T00:00:00.0,0.06664981614881414,0.969962520132474
2014-12-21T00:00:00.0,0.06785342456685142,0.967697665612296
2014-12-22T00:00:00.0,0.0655665685725806,0.9646637644692521
2014-12-23T00:00:00.0,0.06171502163486132,0.9609485398088986
2014-12-24T00:00:00.0,0.05459367182814077,0.9564829798430019
2014-12-25T00:00:00.0,0.0517050116248513,0.9540051103163888
2014-12-26T00:00:00.0,0.051103207415832665,0.9540704771723125
2014-12-27T00:00:00.0,0.05778323413593954,0.9575375455938782
2014-12-28T00:00:00.0,0.061414119530352,0.9556833142798532
2014-12-29T00:00:00.0,0.06364079510372096,0.9538628413337568
2014-12-30T00:00:00.0,0.06412223847093587,0.9539567309965022
2014-12-31T00:00:00.0,0.062738088790193,0.9534234832023895
2015-01-01T00:00:00.0,0.06436296015454332,0.9570829177427301
2015-01-02T00:00:00.0,0.06550638815167872,0.95999019477153
2015-01-03T00:00:00.0,0.06616837278159923,0.960078783882047
2015-01-04T00:00:00.0,0.07154449038216573,0.9602500251314272
2015-01-05T00:00:00.0,0.0755765785825906,0.9617662743595771
2015-01-06T00:00:00.0,0.08257756754750742,0.9656780000893708
2015-01-07T00:00:00.0,0.08546622775079689,0.9664980894006007
2015-01-08T00:00:00.0,0.08775308374506771,0.9705186889082302
2015-01-09T00:00:00.0,0.08679019701063789,0.9721568451653496
2015-01-10T00:00:00.0,0.08450334101636706,0.9689691309438604
2015-01-11T00:00:00.0,0.08360063470283911,0.966580509177032
2015-01-12T00:00:00.0,0.08185540249668506,0.9635139531473125
2015-01-13T00:00:00.0,0.07070196448953965,0.958369037889161
2015-01-14T00:00:00.0,0.06267790836929114,0.9554954551187993
2015-01-15T00:00:00.0,0.05682034740150972,0.9535345273701312
2015-01-16T00:00:00.0,0.050982846574028934,0.9485161823192517
2015-01-17T00:00:00.0,0.04344023382099534,0.9457412830881892
2015-01-18T00:00:00.0,0.03649942527698039,0.9452923103082929
2015-01-19T00:00:00.0,0.03457365180812075,0.9429876924268342
2015-01-20T00:00:00.0,0.03379130633639652,0.941236984228306
2015-01-21T00:00:00.0,0.031143367816714514,0.9433476327347755
2015-01-22T00:00:00.0,0.028355008314928154,0.948329562380409
2015-01-23T00:00:00.0,0.026970858634185284,0.9509881220832491
2015-01-24T00:00:00.0,0.02269804875015296,0.9514531966418818
2015-01-25T00:00:00.0,0.012627858319241085,0.9462546911614116
2015-01-26T00:00:00.0,0.004363080515385124,0.9406226479699917
