time,dvv,ccmean
2015-02-01,-0.01585917329597925,1.9795592962308333
2015-02-02,-0.0156856364496131,1.9810843531994164
2015-02-03,-0.02521154501010527,1.9508931742458795
2015-02-04,-0.025346201014665774,1.952970948339194
2015-02-05,-0.026259403499259485,1.9544821346122219
2015-02-06,-0.025847116925834527,1.9564224830522638
2015-02-07,-0.02580049303463544,1.9558807506030773
2015-02-08,-0.024946908528227354,1.9590118610550786
2015-02-09,-0.024620143360623733,1.9597295675797084
2015-02-10,-0.023530508520392276,1.9629093098667543
2015-02-11,-0.02297019281691367,1.9640755162830927
2015-02-12,-0.022152050894790318,1.966379564436854
2015-02-13,-0.02141617226995914,1.9679501723861805
2015-02-14,-0.020864206971195905,1.9696913577079909
2015-02-15,-0.02002820907914699,1.9710078568255167
2015-02-16,-0.019484691547636178,1.97269146716628
2015-02-17,-0.018157678386834412,1.9741461523575787
2015-02-18,-0.017339981779032718,1.9750931166499641
2015-02-19,-0.016482289227654982,1.9765873425901528
2015-02-20,-0.01576636656312292,1.9773155755487526
2015-02-21,-0.014783228216976264,1.978436266218631
2015-02-22,-0.014617305437407411,1.9800060729013893
2015-02-23,-0.015825624578382845,1.9810184306721972
2015-02-24,-0.01608877277679261,1.9803793815287771
2015-02-25,-0.01603902947573925,1.9796045361139547
2015-02-26,-0.016040993946854883,1.978989664471623
2015-02-27,-0.016297092740526053,1.97915401668025
2015-02-28,-0.016046035172498318,1.9791005923853722
2015-03-01,-0.01076735905908252,1.9796759783779985
2015-03-02,-0.010816263530863117,1.979997720933389
2015-03-03,-0.010898778454011519,1.9796097728518218
2015-03-04,-0.01119217842623766,1.9793083680966044
2015-03-05,-0.011027025707389573,1.979145935023681
2015-03-06,-0.010980459917195626,1.9797073506421854
2015-03-07,-0.010842964312680616,1.9806847065386484
2015-03-08,-0.0110162350182992,1.980685208264959
2015-03-09,-0.011068118294027707,1.9809845634531054
2015-03-10,-0.011117032219727756,1.9808479184643568
2015-03-11,-0.011259015073966257,1.9814185989363424
2015-03-12,-0.010935814034239526,1.9818767074614214
2015-03-13,-0.011041701818243108,1.9823478221828839
2015-03-14,-0.011109246728621798,1.9821429489156306
2015-03-15,-0.011340349425791861,1.982303749720299
2015-03-16,-0.011608765907134022,1.9815570305432226
2015-03-17,-0.013004631355730255,1.9803317893713963
2015-03-18,-0.01290523482482007,1.9802832262136931
2015-03-19,-0.012818876323715037,1.9802449535047932
2015-03-20,-0.008662922269884368,1.9807411675726398
2015-03-21,-0.008871025499478703,1.979926698909608
2015-03-22,-0.009277270939578563,1.9796500321658497
2015-03-23,-0.009144204408275299,1.9800522129876263
2015-03-24,-0.00963600977275528,1.9800620776765032
2015-03-25,-0.009757450326366938,1.9796645742623928
2015-03-26,-0.009541900600340764,1.9797947943885166
2015-03-27,-0.009697128250466902,1.9791896003382836
2015-03-28,-0.010158649616712144,1.9776549101857426
2015-03-29,-0.009737461309468102,1.9781296518231162
2015-03-30,-0.00958910440857351,1.9788032264948052
2015-03-31,-0.01470188108521947,1.9798499220727401
2015-04-01,-0.014897199193716163,1.9795542187703892
