time,dvv,ccmean
2012-02-05,-0.08850162722354919,5.669091225683232
2012-02-06,-0.08489222971507919,5.684012485687532
2012-02-07,-0.08128368126350319,5.698970921568703
2012-02-08,-0.07767598819465613,5.713966533326743
2012-02-09,-0.07406915673491993,5.728999320961653
2012-02-10,-0.07046319301211867,5.744069284473432
2012-02-11,-0.0677213553612359,5.7552279683005985
2012-02-12,-0.0649774468396108,5.766406905228685
2012-02-13,-0.06223146716729695,5.777606095257687
2012-02-14,-0.05948341610998974,5.7888255383876075
2012-02-15,-0.05673329347859393,5.800065234618446
2012-02-16,-0.05587019818731778,5.7970190343673975
2012-02-17,-0.05500319509980379,5.793978545849449
2012-02-18,-0.054132274048746445,5.7909437690646
2012-02-19,-0.05325742486869451,5.787914704012847
2012-02-20,-0.052378637396156065,5.784891350694194
2012-02-21,-0.047506501602754596,5.7929333750110406
2012-02-22,-0.04263790256923675,5.800984643219778
2012-02-23,-0.03777283508901374,5.809045155320406
2012-02-24,-0.03291129395066673,5.817114911312924
2012-02-25,-0.028053273938062916,5.825193911197336
2012-02-26,-0.023779790997040275,5.833601477961111
2012-02-27,-0.019512885636230683,5.842020753424492
2012-02-28,-0.01525254651634714,5.850451737587482
2012-02-29,-0.01099876228459282,5.858894430450079
2012-03-01,-0.006751521574984579,5.867348832012283
2012-03-02,-0.004514330602238897,5.868571851510998
2012-03-03,-0.0022736666709173557,5.869796720016819
2012-03-04,-2.952794761527227e-05,5.8710234375297485
2012-03-05,0.00221808739297647,5.872252004049784
2012-03-06,0.004469181168074193,5.873482419576929
2012-03-07,0.0068587090411189044,5.868418367280119
2012-03-08,0.009248591106022691,5.863357162433525
2012-03-09,0.011638828263594818,5.858298805037149
2012-03-10,0.01402942141672289,5.853243295090988
2012-03-11,0.016420371470377414,5.848190632595044
2012-03-12,0.01987469716783465,5.843610400343279
2012-03-13,0.023330678959108845,5.83903303125059
2012-03-14,0.026788318599655046,5.834458525316974
2012-03-15,0.030247617845554572,5.829886882542431
2012-03-16,0.033708578453508886,5.825318102926962
2012-03-17,0.03505832773213473,5.826757117857432
2012-03-18,0.03640751956700536,5.828196653101976
2012-03-19,0.0377561538519378,5.829636708660593
2012-03-20,0.039104230481152455,5.831077284533283
2012-03-21,0.0404517493492727,5.832518380720045
2012-03-22,0.040377186511583174,5.8347730578413755
2012-03-23,0.04030148792522383,5.837029316836261
2012-03-24,0.04022465346187818,5.839287157704701
2012-03-25,0.04014668299527359,5.841546580446695
2012-03-26,0.04006757640117767,5.843807585062244
2012-03-27,0.043522378393419964,5.839836938147541
2012-03-28,0.046973548427911446,5.835869585397245
2012-03-29,0.050421086146781535,5.831905526811357
2012-03-30,0.05386499120350426,5.827944762389876
2012-03-31,0.057305263262938846,5.823987292132803
2012-04-01,0.06106499769353805,5.818074356971255
2012-04-02,0.0648221729775853,5.812166206646858
2012-04-03,0.06857678679842832,5.8062628411596116
2012-04-04,0.07232883684265783,5.800364260509514
2012-04-05,0.07607832080014312,5.794470464696567
2012-04-06,0.07591198376820996,5.793961276322175
2012-04-07,0.07574356682707858,5.793452843572968
2012-04-08,0.07557306917234495,5.792945166448945
2012-04-09,0.07540049000095125,5.792438244950106
2012-04-10,0.07522582851118773,5.791932079076453
2012-04-11,0.07367010872765037,5.798028423022355
2012-04-12,0.07211636000294686,5.80413136795078
2012-04-13,0.07056458230725403,5.810240913861729
2012-04-14,0.06901477559745244,5.816357060755199
2012-04-15,0.06746693981719659,5.822479808631191
2012-04-16,0.06575540447880282,5.824058580487013
2012-04-17,0.06404399019809405,5.825637668596092
2012-04-18,0.062332696843446285,5.827217072958427
2012-04-19,0.060621524283338835,5.828796793574019
2012-04-20,0.0589104723863542,5.830376830442866
2012-04-21,0.05824362525598383,5.829536149767917
2012-04-22,0.05757638666206658,5.828697005002033
2012-04-23,0.05690875735654656,5.827859396145213
2012-04-24,0.0562407380924185,5.827023323197457
2012-04-25,0.05557232962372661,5.826188786158768
2012-04-26,0.056874379360335604,5.826631425600538
2012-04-27,0.05816996119529209,5.827077963578887
2012-04-28,0.05945908204795519,5.827528400093816
2012-04-29,0.060741748861485985,5.827982735145325
2012-04-30,0.06201796860279183,5.828440968733412
2012-05-01,0.06737456635353087,5.819475335402282
2012-05-02,0.07273055548095747,5.810523118784891
2012-05-03,0.07808592794232501,5.8015843188812415
2012-05-04,0.08344067565377557,5.792658935691332
2012-05-05,0.08879479049020966,5.783746969215164
2012-05-06,0.08899105058817812,5.779536357085317
2012-05-07,0.08918742117588488,5.775328047888683
2012-05-08,0.08938390248501417,5.771122041625266
2012-05-09,0.089580494747661,5.766918338295062
2012-05-10,0.08977719819633183,5.762716937898071
2012-05-11,0.08898763613227274,5.762168125024839
2012-05-12,0.08819772247284631,5.761619933464061
2012-05-13,0.08740745720541505,5.761072363215736
2012-05-14,0.08661684031756421,5.760525414279863
2012-05-15,0.08582587179710184,5.759979086656444
2012-05-16,0.08764251144229265,5.754202066136835
2012-05-17,0.08945864128360793,5.748429453660962
2012-05-18,0.09127426018207464,5.742661249228825
2012-05-19,0.09308936699649287,5.736897452840425
2012-05-20,0.09490396058343334,5.731138064495761
2012-05-21,0.09435566778381285,5.730091895729402
2012-05-22,0.09380624655999113,5.729046710872817
2012-05-23,0.09325569703779943,5.7280025099260055
2012-05-24,0.09270401934432401,5.726959292888967
2012-05-25,0.09215121360790687,5.725917059761705
2012-05-26,0.09086516141870273,5.726224669150634
2012-05-27,0.0895683845673831,5.726538884266739
2012-05-28,0.08826086658096938,5.726859705110019
2012-05-29,0.08694259106446885,5.727187131680476
2012-05-30,0.08561354170104198,5.727521163978109
2012-05-31,0.08422322888667143,5.728043674816801
2012-06-01,0.082821071110767,5.72857281801907
2012-06-02,0.08140705628485219,5.729108593584914
2012-06-03,0.07998117240729478,5.729651001514335
2012-06-04,0.07854340756340542,5.730200041807333
2012-06-05,0.07762474207170271,5.7304145879836925
2012-06-06,0.07670252986142985,5.730631433545285
2012-06-07,0.07577676813789933,5.730850578492109
2012-06-08,0.07484745411539341,5.731072022824164
2012-06-09,0.07391458501717374,5.731295766541451
2012-06-10,0.07196347932878011,5.730693973556892
2012-06-11,0.07000888556409285,5.730094781554182
2012-06-12,0.0680508010473824,5.729498190533318
2012-06-13,0.06608922311131106,5.728904200494307
2012-06-14,0.06412414909694981,5.728312811437143
2012-06-15,0.06440590629788077,5.732828885334961
2012-06-16,0.06468663702345222,5.737347560659284
2012-06-17,0.06496634286993735,5.741868837410108
2012-06-18,0.0652450254313708,5.746392715587435
2012-06-19,0.06552268629955012,5.750919195191264
2012-06-20,0.06607101664675938,5.747418172103844
2012-06-21,0.06661844412204516,5.7439205031229825
2012-06-22,0.06716496889478231,5.74042618824868
2012-06-23,0.0677105911379252,5.736935227480937
2012-06-24,0.06825531102801748,5.733447620819752
2012-06-25,0.06726295086810692,5.733013620172983
2012-06-26,0.06626974291032048,5.73258051416053
2012-06-27,0.06527568700454028,5.732148302782393
2012-06-28,0.06428078300139736,5.731716986038572
2012-06-29,0.06328503075227186,5.7312865639290695
2012-06-30,0.061375040842115286,5.730724998960748
2012-07-01,0.059465270288824465,5.730164306586693
2012-07-02,0.05755571918476536,5.729604486806904
2012-07-03,0.05564638762213953,5.729045539621382
2012-07-04,0.053737275692984,5.728487465030126
2012-07-05,0.05349837041606807,5.727845455361045
2012-07-06,0.05325931688405144,5.727204145877933
2012-07-07,0.05302011547377045,5.726563536580794
2012-07-08,0.05278076656233864,5.7259236274696255
2012-07-09,0.052541270527146584,5.725284418544426
2012-07-10,0.0536795527384304,5.729010269667324
2012-07-11,0.05481714626658321,5.732737664911665
2012-07-12,0.055954051490669454,5.736466604277451
2012-07-13,0.057090268789879765,5.740197087764681
2012-07-14,0.05822579854352952,5.743929115373356
2012-07-15,0.0582597557506837,5.743367416380812
2012-07-16,0.058293514044675726,5.742806333085621
2012-07-17,0.05832707357542528,5.742245865487787
2012-07-18,0.058360434493038425,5.741686013587306
2012-07-19,0.0583935969478077,5.741126777384181
2012-07-20,0.057364437294765605,5.743609672074259
2012-07-21,0.05633518434205893,5.746094394474932
2012-07-22,0.055305837888427474,5.748580944586202
2012-07-23,0.05427639773313707,5.7510693224080685
2012-07-24,0.05324686367597951,5.75355952794053
2012-07-25,0.053440026996513956,5.75818237149458
2012-07-26,0.05363316450424145,5.762807351315444
2012-07-27,0.05382627666302175,5.767434467403122
2012-07-28,0.05401936393528386,5.772063719757616
2012-07-29,0.05421242678203,5.776695108378924
2012-07-30,0.050133488567452304,5.783366853447551
2012-07-31,0.04605812714778657,5.7900452565851825
2012-08-01,0.04198633638946028,5.79673031779182
2012-08-02,0.037918110162569234,5.803422037067463
2012-08-03,0.033853442340926854,5.810120414412112
2012-08-04,0.032427575871573605,5.814542853958249
2012-08-05,0.031002132851345846,5.818969150535188
2012-08-06,0.029577112928989974,5.823399304142927
2012-08-07,0.028152515752639815,5.827833314781467
2012-08-08,0.026728340969821386,5.832271182450808
2012-08-09,0.02516709447444685,5.836171716195471
2012-08-10,0.023605250415636908,5.840074178220168
2012-08-11,0.022042809079951955,5.843978568524896
2012-08-12,0.020479770754368867,5.847884887109659
2012-08-13,0.018916135726278874,5.851793133974454
2012-08-14,0.016404710711598127,5.855499181045726
2012-08-15,0.013894268641994794,5.859207174412493
2012-08-16,0.01138480873841457,5.862917114074762
