Date,Weighted Δv/v,CC_mean
2021-09-13,-0.12322469161865839,4.813449551362095
2021-09-14,-0.10513210008123096,4.816846323891058
2021-09-15,-0.10796739439326233,4.817656988994715
2021-09-16,-0.11847255543126749,4.812420918579503
2021-09-17,-0.13126396562750528,4.8016225664725
2021-09-18,-0.13205055716542408,4.8108811399695215
2021-09-19,-0.13061454355045493,4.8104049617332745
2021-09-20,-0.13811041230475735,4.8151220683287885
2021-09-21,-0.14672703157145728,4.8190660682096045
2021-09-22,-0.15366234195310435,4.8153019541182775
2021-09-23,-0.1406683943246181,4.799067338561741
2021-09-24,-0.1296540717635543,4.789339321976998
2021-09-25,-0.13796530655905193,4.769836874719522
2021-09-26,-0.12291404139392073,4.764556307509962
2021-09-27,-0.1135555741654146,4.780354966320465
2021-09-28,-0.11435985004172453,4.788203255672005
2021-09-29,-0.1154256545311362,4.788505567082325
2021-09-30,-0.11495633048113,4.786395881086032
2021-10-01,-0.11325191052539217,4.785751846033585
2021-10-02,-0.11061675959615012,4.7826478158920205
2021-10-03,-0.10436682812796019,4.779371879244688
2021-10-04,-0.09594180278861392,4.772969246133318
2021-10-05,-0.07519999632264088,4.771379381464377
2021-10-06,-0.06457237815317182,4.773707035603647
2021-10-07,-0.05708773286525779,4.780231234320851
2021-10-08,-0.05718262472228856,4.783662372233497
2021-10-09,-0.05108933190023121,4.77452767547864
2021-10-10,-0.043382388858115434,4.769218246904845
2021-10-11,-0.07288271297579817,4.778913021926658
2021-10-12,-0.0680633160456297,4.763835794909382
2021-10-13,-0.05380650890422236,4.7819223332370955
2021-10-14,-0.04269562693012242,4.777041804082975
2021-10-15,-0.04269562693012242,4.777041804082975
2021-10-16,-0.05587783272534786,4.7523059135373344
2021-10-17,-0.058855887999797366,4.75952289347773
2021-10-18,-0.06376606828097339,4.763390062433202
2021-10-19,-0.06629152463077884,4.776766761452838
2021-10-20,-0.07040016631223701,4.774870159281317
2021-10-21,-0.06640693234784892,4.776622334085546
2021-10-22,-0.04967611580550955,4.77113242715115
2021-10-23,-0.04622125365600379,4.780515204710946
2021-10-24,-0.05136988739701954,4.795651362657256
2021-10-25,-0.040538190476887,4.798634069809336
2021-10-26,-0.013136702007528353,4.807593643563507
2021-10-27,0.010751594654142788,4.81863088709188
2021-10-28,0.009076508437378302,4.800241655320696
2021-10-29,0.015070639094831837,4.799016022290363
2021-10-30,0.021727475335098962,4.788772759187885
2021-10-31,0.03559887537547576,4.781406388262957
2021-11-01,0.053502789870763526,4.7870609540650895
2021-11-02,0.07789630012651498,4.809047114312822
2021-11-03,0.08373501536916954,4.806618773340399
2021-11-04,0.08268682200644617,4.81402347681351
2021-11-05,0.08073249358868122,4.811795364372109
2021-11-06,0.10521327005809109,4.7992364381455355
2021-11-07,0.12933363214712912,4.805627882492146
2021-11-08,0.13800853490080678,4.812169501596642
2021-11-09,0.1312529424811136,4.818185543574592
2021-11-10,0.13350665305964876,4.8195724039261965
2021-11-11,0.13237376561265435,4.822529608069366
2021-11-12,0.1345967379861419,4.821321269648154
2021-11-13,0.143254052224724,4.817714929940374
2021-11-14,0.13619787157880253,4.825834348944326
2021-11-15,0.14613290819390698,4.822644683039491
2021-11-16,0.150974646316067,4.807624694341148
2021-11-17,0.15981715304834182,4.794481238918225
2021-11-18,0.15615484519186912,4.7774870704471
2021-11-19,0.14257081668540325,4.75633667823426
2021-11-20,0.15297946243886262,4.750053103669082
2021-11-21,0.15231208686353037,4.75408735691591
2021-11-22,0.16540615086210858,4.724686597914889
2021-11-23,0.1683677182351949,4.734848430707342
2021-11-24,0.17041204630075388,4.7577123307436775
2021-11-25,0.1685279301799956,4.762428667773131
2021-11-26,0.16274394335732179,4.761680640319667
2021-11-27,0.16532645831790524,4.76619738879265
2021-11-28,0.16717526756657045,4.76435428519051
2021-11-29,0.17002476187680735,4.764028115872765
2021-11-30,0.16638579238292273,4.760052052399589
2021-12-01,0.15614815740041155,4.76223164570763
2021-12-02,0.14688801623500194,4.757188705290245
2021-12-03,0.15926151491154295,4.754955550488983
2021-12-04,0.14743215119987432,4.757944901863128
2021-12-05,0.14037907474970576,4.760837639362542
2021-12-06,0.12957672509005064,4.751878095561123
2021-12-07,0.13520832258219712,4.759450889095502
2021-12-08,0.1368164328076557,4.759287081946447
2021-12-09,0.134584163358358,4.76654780235942
2021-12-10,0.13008201777750075,4.762107977162676
2021-12-11,0.12650446814450814,4.7559425416980075
2021-12-12,0.11929901707166858,4.746722713338246
2021-12-13,0.12626921868910806,4.750742089943433
2021-12-14,0.13353764580963118,4.753283032813058
2021-12-15,0.12242844246551333,4.768783345449556
